Team_Number_Id,TeamPoints,FieldGoals,X3PointShots,FreeThrows,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
23,120,0.453,0.444,0.846,13,42,30,9,3,5,21
23,108,0.452,0.409,0.75,17,60,30,5,6,15,22
23,119,0.548,0.355,0.8,4,38,32,8,4,14,21
23,118,0.472,0.405,0.792,11,56,30,7,5,16,15
23,120,0.477,0.351,0.639,7,51,33,9,10,15,29
23,123,0.505,0.448,0.72,14,53,35,6,6,17,28
23,118,0.459,0.29,0.704,14,58,34,9,3,12,19
23,101,0.442,0.211,0.692,9,53,34,10,6,15,18
23,119,0.511,0.438,0.9,7,44,36,15,5,14,24
23,121,0.549,0.429,0.667,7,55,28,10,10,10,22
23,115,0.494,0.433,0.737,7,44,32,11,3,13,17
23,132,0.495,0.359,0.857,11,44,35,11,7,12,23
23,109,0.505,0.296,0.643,9,52,32,9,4,10,19
23,121,0.494,0.459,0.6,11,54,29,7,8,18,22
23,130,0.495,0.417,0.733,17,57,35,15,7,12,17
24,76,0.315,0.259,0.722,10,33,10,9,8,16,22
24,130,0.489,0.483,0.684,10,50,17,8,9,19,25
24,88,0.38,0.25,0.737,4,36,19,8,3,19,27
24,117,0.545,0.333,0.852,6,45,20,6,5,20,25
24,97,0.438,0.316,0.778,16,55,18,8,5,16,25
24,107,0.425,0.346,0.8,12,46,21,12,7,17,23
24,122,0.469,0.455,0.917,10,66,18,5,5,18,26
24,122,0.494,0.375,0.816,11,45,23,5,5,9,24
24,107,0.351,0.281,0.811,20,47,17,7,3,10,25
24,95,0.457,0.348,0.591,11,45,23,5,4,18,16
24,92,0.349,0.24,0.743,14,52,13,8,7,17,29
24,115,0.455,0.414,0.767,6,34,20,4,2,11,29
24,112,0.468,0.208,0.76,12,40,13,8,5,15,29
24,118,0.535,0.385,0.667,7,46,21,4,10,18,25
24,93,0.389,0.269,0.6,11,54,15,6,4,15,17
24,116,0.452,0.333,0.571,16,47,28,9,5,14,22
24,122,0.466,0.406,0.684,9,44,28,10,5,13,22
24,113,0.506,0.259,0.727,9,48,32,5,4,12,16
24,107,0.398,0.318,0.788,22,60,15,7,9,29,26
24,91,0.394,0.1,0.833,15,48,12,9,6,16,18
24,108,0.506,0.5,0.75,11,37,25,6,1,15,20
24,104,0.437,0.367,0.739,13,57,25,4,4,15,12
24,107,0.464,0.318,0.786,8,37,21,11,4,19,19
24,111,0.475,0.292,0.727,16,47,24,8,1,10,19
24,115,0.484,0.455,0.773,15,46,25,10,9,11,14
24,113,0.493,0.375,0.789,0,35,23,7,4,17,24
24,99,0.462,0.304,0.714,10,42,22,5,5,13,21
24,101,0.438,0.28,0.8,10,40,11,4,1,10,21
24,92,0.411,0.219,0.786,13,45,22,5,4,12,18
24,109,0.446,0.333,0.794,10,41,20,3,9,11,24
24,108,0.458,0.458,0.886,13,52,22,4,3,23,21
24,97,0.443,0.4,0.773,7,49,17,9,6,18,25
24,95,0.361,0.229,0.895,14,50,22,3,3,10,25
24,97,0.407,0.385,0.778,12,44,21,4,1,10,17
24,106,0.465,0.344,0.625,9,36,24,5,4,13,22
24,99,0.444,0.364,0.771,6,41,24,5,5,19,29
24,111,0.482,0.433,0.667,16,47,26,5,5,10,19
24,110,0.42,0.37,0.765,12,35,18,9,4,16,29
24,104,0.506,0.318,0.704,11,47,24,7,4,21,22
24,111,0.424,0.371,0.714,14,35,26,12,1,12,18
24,89,0.422,0.233,0.667,9,46,22,11,2,23,23
24,114,0.443,0.436,0.826,12,43,24,6,6,7,19
24,95,0.463,0.424,0.778,4,38,27,5,3,19,19
24,97,0.412,0.243,0.75,14,45,20,2,1,12,16
24,111,0.416,0.39,0.955,12,43,21,6,3,13,15
24,108,0.494,0.424,0.7,4,37,28,9,6,11,21
24,105,0.494,0.346,0.9,9,34,31,12,2,21,26
24,101,0.417,0.257,0.759,10,42,22,3,2,16,26
24,85,0.351,0.333,0.615,12,42,15,6,3,14,24
24,102,0.424,0.242,0.846,7,43,17,7,2,12,29
24,109,0.463,0.304,0.722,15,37,20,11,2,19,20
24,102,0.482,0.367,0.733,8,47,23,9,3,17,29
24,97,0.414,0.273,0.842,6,32,19,7,5,12,25
24,110,0.532,0.517,1,2,39,24,4,4,19,25
24,93,0.383,0.276,0.565,16,48,24,4,4,11,18
24,81,0.34,0.094,0.667,11,44,15,8,4,11,23
24,113,0.548,0.368,0.56,8,36,24,7,9,15,24
24,83,0.347,0.13,0.636,15,47,13,2,3,15,17
24,97,0.43,0.414,0.708,5,41,19,5,6,12,25
24,117,0.437,0.29,0.581,16,48,22,12,5,10,25
24,104,0.448,0.423,0.714,6,51,23,5,10,13,24
24,116,0.433,0.292,0.781,14,51,23,9,5,14,33
24,110,0.458,0.286,0.737,8,47,19,12,6,16,28
24,116,0.479,0.44,0.722,13,44,26,5,12,13,25
24,112,0.5,0.423,0.6,5,41,33,6,6,14,19
24,103,0.483,0.417,0.5,12,40,21,3,2,17,20
24,87,0.337,0.243,0.889,7,43,15,9,4,13,25
24,115,0.506,0.563,0.684,5,35,27,9,3,14,25
24,107,0.388,0.188,0.833,11,47,17,10,2,18,21
24,88,0.386,0.438,0.708,9,51,14,4,4,22,25
24,109,0.476,0.458,0.69,9,42,22,8,5,19,19
24,88,0.378,0.206,0.65,12,49,22,1,8,19,16
24,95,0.437,0.25,0.6,7,36,24,9,4,17,23
24,99,0.404,0.241,0.769,10,41,21,14,2,14,22
24,94,0.444,0.343,0.526,11,47,18,8,5,15,18
24,99,0.432,0.294,0.722,9,39,17,13,4,14,20
24,103,0.488,0.375,0.692,8,46,23,8,5,17,21
24,107,0.456,0.355,0.875,9,42,26,8,4,15,12
24,97,0.455,0.353,0.636,6,52,18,6,5,14,22
24,103,0.394,0.273,0.769,12,48,20,8,4,14,18
24,100,0.424,0.286,0.75,8,44,24,4,0,13,16
24,124,0.632,0.5,0.714,5,45,35,6,5,14,16
25,124,0.489,0.583,0.786,15,57,22,8,7,16,20
25,114,0.484,0.474,0.765,11,51,19,5,6,9,26
25,110,0.42,0.393,0.886,13,42,18,10,6,16,22
25,103,0.375,0.345,0.818,18,63,17,7,7,18,22
25,103,0.393,0.452,0.864,16,44,19,5,4,9,26
25,114,0.44,0.423,0.821,12,53,27,8,7,14,26
25,85,0.388,0.308,0.789,6,38,13,5,7,13,15
25,103,0.398,0.265,0.741,11,53,17,8,8,17,25
25,113,0.465,0.409,0.889,10,41,22,7,4,12,21
25,103,0.5,0.35,0.786,7,44,20,6,7,21,20
25,97,0.444,0.316,0.95,10,42,11,9,1,16,18
25,97,0.421,0.348,0.818,12,51,17,4,4,10,17
25,99,0.521,0.333,0.889,8,43,22,12,5,21,18
25,99,0.437,0.519,0.692,10,41,21,7,2,12,10
25,82,0.37,0.28,0.938,11,44,13,8,1,17,20
25,102,0.543,0.476,0.762,5,44,19,6,8,17,22
25,100,0.398,0.4,0.875,15,60,11,1,9,15,23
25,81,0.337,0.269,0.583,11,48,14,8,6,17,17
25,127,0.5,0.4,0.714,12,45,24,5,13,7,16
25,108,0.513,0.375,0.773,6,41,18,3,6,16,16
25,103,0.446,0.333,0.846,5,45,18,10,3,9,22
25,91,0.422,0.261,0.882,10,50,17,5,3,19,14
25,116,0.448,0.314,1,9,44,20,6,3,4,17
25,92,0.41,0.444,0.762,7,41,18,2,5,18,20
25,117,0.511,0.439,0.75,7,33,19,4,5,15,28
25,104,0.42,0.25,0.92,12,39,14,11,2,9,18
25,102,0.5,0.357,0.87,5,33,14,7,2,11,21
25,95,0.43,0.444,0.867,6,45,18,7,9,14,20
25,93,0.468,0.417,0.5,5,47,19,2,3,20,21
25,107,0.548,0.417,1,7,40,26,6,8,17,19
25,91,0.396,0.24,0.643,12,37,18,13,2,8,14
25,85,0.422,0.273,0.563,10,34,15,6,4,9,19
25,95,0.411,0.4,0.5,9,47,19,7,8,11,15
25,114,0.467,0.333,0.766,8,47,15,7,3,15,18
25,89,0.424,0.28,0.769,15,46,19,9,8,20,18
25,124,0.435,0.424,0.889,12,50,25,7,5,8,16
25,110,0.467,0.406,0.684,13,43,25,5,5,15,29
25,110,0.538,0.433,0.786,6,44,30,11,5,15,20
25,111,0.522,0.348,0.7,9,38,19,7,5,9,24
25,117,0.531,0.435,0.808,8,42,19,10,2,15,20
25,112,0.482,0.346,0.719,6,40,21,5,6,12,26
25,113,0.446,0.286,0.786,14,39,24,13,6,11,22
25,103,0.494,0.44,0.824,8,38,19,6,3,17,27
25,118,0.505,0.486,0.9,9,43,21,7,6,9,16
25,100,0.394,0.313,1,14,57,17,6,7,11,11
25,117,0.523,0.5,0.9,9,40,19,3,3,14,23
25,101,0.424,0.32,0.808,11,44,19,11,6,11,22
25,123,0.549,0.548,0.762,6,37,24,4,1,10,16
25,107,0.494,0.333,0.826,10,54,20,4,6,14,17
25,104,0.367,0.433,0.864,18,59,21,12,6,12,21
25,124,0.561,0.469,0.85,5,48,21,3,6,17,19
25,105,0.507,0.333,0.727,4,36,20,4,2,10,15
25,96,0.396,0.419,0.786,10,46,21,4,9,8,17
25,91,0.394,0.303,0.875,13,45,18,9,5,13,14
25,109,0.456,0.29,0.818,9,57,18,7,7,17,19
25,118,0.489,0.429,0.944,9,45,18,10,4,11,21
25,96,0.407,0.36,0.84,6,37,16,7,4,13,22
25,123,0.484,0.364,0.875,13,49,20,9,0,13,18
25,100,0.448,0.375,0.929,6,41,14,11,5,12,20
25,106,0.394,0.2,0.733,12,48,15,6,7,6,19
25,116,0.524,0.441,0.765,10,47,27,10,2,17,15
25,108,0.391,0.3,0.771,12,48,17,9,6,8,18
25,108,0.443,0.333,0.826,14,47,20,6,8,15,21
25,108,0.422,0.435,0.737,7,50,19,6,5,14,25
25,111,0.432,0.606,0.875,15,51,22,4,4,19,15
25,125,0.494,0.41,0.778,14,46,21,4,2,11,17
25,115,0.458,0.389,0.833,9,50,23,5,6,12,15
25,113,0.448,0.343,0.789,13,50,26,4,3,7,15
25,100,0.437,0.258,0.889,9,49,23,8,8,11,17
25,122,0.5,0.483,0.8,8,47,24,7,6,13,22
25,111,0.494,0.393,0.741,10,44,20,6,7,8,18
25,100,0.44,0.242,0.8,11,43,16,8,5,8,20
25,108,0.467,0.265,0.789,18,49,20,8,7,13,19
25,107,0.419,0.313,0.9,17,47,20,11,7,10,17
25,103,0.481,0.267,0.633,8,38,15,7,8,12,20
25,105,0.432,0.267,0.938,13,50,30,9,10,10,25
25,113,0.464,0.316,0.92,8,43,28,9,2,13,15
25,109,0.448,0.25,0.875,5,46,28,6,2,13,20
25,94,0.459,0.318,0.643,12,47,16,10,2,18,20
25,105,0.477,0.393,0.909,11,40,18,4,5,13,17
25,82,0.33,0.212,0.722,18,57,10,8,2,17,28
25,102,0.461,0.375,0.688,7,46,19,9,9,10,22
26,100,0.477,0.348,0.8,9,42,19,5,4,17,20
26,93,0.425,0.435,0.692,16,57,20,8,3,14,18
26,79,0.365,0.364,0.692,12,39,15,6,3,13,21
26,115,0.434,0.409,0.69,13,37,19,13,2,9,25
26,106,0.469,0.35,0.92,5,34,25,7,5,12,17
26,83,0.39,0.273,0.813,11,43,13,8,2,17,20
26,83,0.42,0.143,0.5,9,45,15,8,5,14,18
26,86,0.432,0.3,0.833,7,26,24,10,5,15,18
26,99,0.526,0.476,0.692,3,32,24,6,1,17,23
26,94,0.468,0.375,0.917,5,47,21,6,5,23,24
26,109,0.43,0.444,0.607,8,45,29,6,5,9,19
26,91,0.375,0.318,0.8,11,42,19,6,4,13,18
26,92,0.405,0.522,0.667,10,35,19,8,4,10,15
26,80,0.352,0.214,0.6,11,29,18,12,2,12,19
26,86,0.424,0.286,0.667,12,43,20,11,5,13,22
26,90,0.382,0.471,0.778,9,36,14,9,4,11,24
26,98,0.477,0.4,0.889,5,34,18,11,6,12,19
26,113,0.553,0.476,0.643,10,44,26,9,4,17,20
26,95,0.458,0.524,0.889,8,37,19,9,8,18,17
26,110,0.532,0.529,0.81,11,36,27,7,6,13,15
26,87,0.403,0.294,0.69,9,40,15,5,2,16,21
26,107,0.529,0.333,0.786,8,43,29,5,10,12,15
26,104,0.481,0.458,0.905,6,33,20,7,1,15,28
26,95,0.453,0.313,0.538,9,45,25,15,5,12,20
26,116,0.485,0.433,0.643,11,46,21,12,4,17,21
26,87,0.479,0.435,0.5,7,42,15,7,6,21,17
26,99,0.427,0.318,0.727,11,45,21,9,3,9,18
26,96,0.414,0.424,0.833,15,42,24,4,2,14,21
26,93,0.469,0.423,0.75,6,32,25,9,9,15,19
26,101,0.451,0.259,0.522,9,39,21,11,6,12,20
26,104,0.488,0.368,0.85,13,48,14,4,4,12,19
26,99,0.465,0.545,0.636,9,42,21,2,2,10,17
26,95,0.417,0.318,0.667,10,37,25,11,7,9,19
26,109,0.519,0.4,0.833,7,40,25,8,6,11,19
26,101,0.463,0.348,0.826,8,37,23,6,2,9,23
26,96,0.43,0.375,0.52,12,42,20,6,2,16,21
26,111,0.517,0.412,0.778,16,47,22,1,2,15,19
26,106,0.447,0.36,0.765,10,39,21,16,4,9,22
26,100,0.488,0.348,0.75,8,45,19,6,1,18,14
26,86,0.345,0.381,0.667,10,43,15,15,4,16,19
26,115,0.494,0.308,0.821,10,44,23,9,3,15,25
26,105,0.506,0.353,0.591,10,37,26,12,4,16,24
26,88,0.393,0.233,0.6,6,37,22,13,0,13,28
26,105,0.528,0.619,0.8,8,36,19,9,4,19,21
26,88,0.4,0.407,0.722,11,44,18,10,3,21,20
26,107,0.443,0.455,0.733,10,42,27,8,3,7,22
26,105,0.494,0.308,0.846,11,44,24,9,11,14,15
26,89,0.469,0.417,0.571,5,38,17,3,6,13,21
26,98,0.427,0.529,0.909,6,34,21,5,3,9,20
26,114,0.474,0.385,0.857,14,49,22,7,1,14,21
26,104,0.442,0.4,0.667,6,33,22,16,3,10,14
26,99,0.524,0.296,0.833,7,32,23,11,3,16,21
26,104,0.44,0.344,0.76,9,45,22,5,5,11,17
26,100,0.422,0.391,0.714,12,43,25,5,3,12,19
26,106,0.477,0.4,0.706,15,43,17,12,2,18,23
26,114,0.54,0.414,0.667,5,38,30,6,4,9,19
26,91,0.437,0.313,0.625,9,48,26,8,5,17,20
26,107,0.462,0.444,0.733,10,44,23,6,4,9,20
26,108,0.447,0.52,0.647,17,48,28,5,5,11,21
26,100,0.476,0.364,0.923,8,31,22,5,3,14,23
26,99,0.443,0.318,0.933,6,36,20,14,4,12,12
26,116,0.515,0.429,0.833,11,44,23,15,6,15,13
26,91,0.382,0.3,0.824,11,48,15,7,7,13,24
26,102,0.453,0.433,1,7,38,21,5,5,11,18
26,101,0.419,0.321,0.824,14,39,20,4,5,9,16
26,94,0.434,0.36,0.867,13,50,24,7,3,16,21
26,104,0.429,0.194,0.769,7,38,26,3,1,3,21
26,101,0.409,0.364,0.813,13,49,21,8,6,11,22
26,123,0.511,0.333,0.76,8,43,23,6,7,11,21
26,98,0.434,0.452,0.706,11,47,25,7,4,13,16
26,97,0.43,0.667,0.643,3,33,23,11,5,13,30
26,90,0.455,0.261,0.444,8,39,23,7,3,13,21
26,105,0.462,0.476,1,12,51,28,8,9,13,18
26,93,0.463,0.269,1,7,34,18,7,1,14,16
26,97,0.409,0.261,0.789,10,45,25,6,6,10,22
26,103,0.538,0.419,0.667,6,32,27,3,2,18,24
26,96,0.414,0.286,0.842,11,47,27,5,6,15,23
26,84,0.38,0.292,0.5,13,47,17,9,5,10,20
26,94,0.371,0.407,0.739,10,40,20,5,5,10,24
26,94,0.471,0.25,0.667,10,42,23,8,5,15,21
26,85,0.407,0.444,0.647,12,45,16,4,2,12,24
26,96,0.475,0.269,0.65,6,48,22,6,3,11,14
27,107,0.461,0.381,0.895,12,50,22,8,11,11,18
27,87,0.409,0.083,0.625,14,52,25,8,3,11,14
27,101,0.444,0.25,0.696,18,55,19,4,12,20,22
27,117,0.553,0.588,0.767,8,44,18,6,3,13,20
27,87,0.337,0.167,0.852,17,49,19,8,8,17,15
27,94,0.4,0.321,0.722,12,44,19,12,8,15,11
27,94,0.414,0.462,0.5,12,40,24,8,4,11,14
27,92,0.391,0.292,0.739,14,46,19,6,8,16,10
27,108,0.47,0.333,0.808,7,45,31,7,6,15,26
27,112,0.5,0.5,0.722,8,43,21,9,4,9,19
27,120,0.536,0.536,0.789,11,39,33,13,3,13,21
27,87,0.425,0.31,0.909,9,43,23,8,6,18,15
27,133,0.6,0.667,0.813,8,44,33,5,6,13,16
27,97,0.443,0.231,0.778,8,47,18,9,7,12,16
27,86,0.418,0.292,0.867,13,45,20,4,4,16,18
27,104,0.442,0.4,0.786,12,44,23,6,7,13,18
27,96,0.449,0.323,1,14,52,29,7,5,18,17
27,90,0.398,0.25,0.933,8,39,22,10,5,15,23
27,106,0.481,0.24,0.88,8,45,22,8,7,11,19
27,115,0.524,0.417,0.905,4,43,27,7,5,10,16
27,104,0.507,0.4,0.833,5,32,22,9,5,8,17
27,95,0.443,0.407,0.688,7,43,20,8,5,13,18
27,87,0.408,0.286,0.739,8,39,14,11,9,17,24
27,96,0.427,0.452,1,10,51,30,2,7,16,20
27,117,0.529,0.52,0.857,10,34,30,6,7,11,14
27,105,0.469,0.296,0.875,14,46,16,6,3,13,14
27,104,0.46,0.316,0.72,18,52,18,5,6,15,23
27,89,0.402,0.25,0.632,10,49,20,4,5,10,11
27,109,0.489,0.385,0.538,12,39,22,10,5,17,17
27,98,0.453,0.2,0.833,9,41,14,5,2,7,14
27,109,0.488,0.375,0.8,8,45,22,7,4,16,19
27,93,0.519,0.353,0.833,9,53,17,7,9,23,16
27,89,0.436,0.476,0.688,5,38,14,7,3,14,21
27,108,0.5,0.478,0.818,7,44,29,3,1,8,11
27,109,0.513,0.438,0.833,5,43,18,7,5,12,14
27,119,0.513,0.45,0.718,10,43,28,2,4,9,18
27,79,0.369,0.192,0.923,10,46,18,8,5,14,13
27,100,0.378,0.37,0.824,14,50,18,11,5,8,17
27,106,0.448,0.32,0.87,12,43,15,4,4,15,25
27,103,0.471,0.367,0.556,7,44,21,15,6,15,16
27,110,0.494,0.478,0.731,10,42,26,4,5,14,16
27,107,0.489,0.423,0.615,8,37,23,11,4,10,12
27,81,0.408,0.4,0.733,7,45,21,6,5,20,15
27,112,0.519,0.519,0.889,6,43,23,9,3,15,17
27,99,0.425,0.364,0.85,8,37,24,12,5,9,13
27,100,0.415,0.474,0.742,7,42,24,8,4,9,20
27,83,0.341,0.25,0.8,17,56,18,9,7,12,13
27,86,0.427,0.265,0.583,10,46,24,8,10,20,14
27,114,0.5,0.286,0.75,13,45,23,11,4,9,19
27,108,0.463,0.417,0.88,11,45,29,9,6,13,19
27,78,0.4,0.125,0.833,5,36,20,6,5,9,14
27,113,0.5,0.44,0.706,13,52,33,4,2,7,13
27,106,0.5,0.375,1,13,43,33,4,9,16,15
27,91,0.422,0.25,0.882,9,46,21,7,5,16,12
27,111,0.484,0.385,0.722,11,36,25,9,5,12,27
27,129,0.495,0.5,0.778,14,62,26,6,6,12,17
27,105,0.457,0.185,0.737,11,34,30,8,5,10,13
27,99,0.447,0.24,0.68,8,44,23,5,8,11,24
27,109,0.537,0.273,0.682,10,42,24,6,7,18,22
27,119,0.506,0.313,0.718,11,38,28,4,4,7,20
27,110,0.442,0.474,0.781,10,44,22,11,9,9,12
27,116,0.485,0.346,0.786,13,47,23,7,9,11,15
27,112,0.449,0.233,0.85,12,50,28,10,5,16,19
27,100,0.461,0.273,0.774,4,36,18,14,4,11,10
27,107,0.453,0.273,0.833,10,45,29,7,3,12,20
27,94,0.465,0.5,0.571,6,43,26,6,3,14,22
27,93,0.407,0.393,0.696,7,36,20,5,2,13,17
27,108,0.476,0.474,0.826,11,48,24,10,7,12,13
27,98,0.374,0.269,0.895,15,52,16,10,11,10,14
27,117,0.51,0.231,0.929,14,41,32,11,8,5,17
27,89,0.402,0.348,0.714,11,48,21,6,5,14,20
27,98,0.494,0.304,0.722,12,42,21,7,10,15,17
27,124,0.511,0.412,0.852,11,49,21,9,7,13,25
27,103,0.446,0.235,0.81,20,53,16,4,2,12,17
27,106,0.448,0.4,0.545,10,37,29,7,5,8,17
27,103,0.42,0.419,0.733,14,48,22,13,6,16,18
27,100,0.494,0.353,0.667,8,48,19,8,8,8,19
27,110,0.443,0.333,0.857,10,39,24,13,10,12,29
27,112,0.433,0.391,0.704,15,46,25,7,5,10,20
27,116,0.56,0.333,0.714,4,36,21,12,3,7,12
27,98,0.415,0.222,0.828,11,45,18,6,6,8,14
27,98,0.402,0.333,0.842,12,38,22,9,1,17,17
28,117,0.47,0.448,0.929,13,49,26,10,4,17,19
28,128,0.472,0.295,0.838,8,51,23,5,10,13,29
28,97,0.425,0.27,0.792,5,34,17,11,4,14,30
28,112,0.457,0.235,0.947,17,42,30,10,6,16,16
28,101,0.43,0.241,0.7,9,40,27,12,4,12,24
28,99,0.448,0.333,0.765,8,47,17,10,9,9,14
28,111,0.494,0.355,0.64,9,38,20,7,4,13,25
28,109,0.535,0.367,0.786,5,39,20,9,4,16,27
28,96,0.463,0.208,0.63,9,36,17,7,8,13,24
28,119,0.543,0.52,0.75,7,37,22,5,0,15,22
28,122,0.459,0.381,0.696,10,48,27,8,4,12,24
28,94,0.464,0.417,0.87,6,36,18,8,8,17,20
28,129,0.526,0.467,0.786,5,36,28,11,4,12,30
28,125,0.592,0.471,0.95,6,37,27,8,6,21,20
28,107,0.564,0.346,0.909,3,40,29,4,11,12,19
28,100,0.444,0.256,0.714,11,48,20,8,7,7,19
28,100,0.425,0.368,0.667,12,42,21,4,10,15,23
28,104,0.494,0.3,0.75,7,42,17,14,4,18,20
28,112,0.548,0.406,0.778,11,46,31,10,3,16,22
28,126,0.531,0.438,0.727,11,39,24,6,2,9,23
28,120,0.495,0.313,0.667,12,47,29,6,8,12,18
28,126,0.478,0.417,0.885,8,42,30,13,4,15,28
28,116,0.474,0.419,0.879,10,36,21,8,3,11,23
28,102,0.448,0.297,0.684,12,44,22,8,2,13,17
28,91,0.4,0.241,0.769,3,43,18,8,6,13,22
28,115,0.435,0.346,0.839,8,45,16,7,3,6,25
28,120,0.557,0.25,0.556,11,45,26,11,5,8,16
28,108,0.424,0.433,0.821,12,46,20,8,9,12,13
28,129,0.538,0.485,0.833,10,43,35,6,7,14,27
28,114,0.412,0.343,0.914,19,45,18,14,6,21,19
28,102,0.412,0.333,0.885,7,43,18,15,6,17,21
28,93,0.337,0.31,0.75,16,53,16,10,7,10,24
28,107,0.424,0.289,0.923,7,34,24,9,4,11,29
28,111,0.438,0.351,0.75,19,51,22,9,15,11,22
28,131,0.495,0.424,0.818,6,40,25,8,8,12,20
28,124,0.489,0.395,1,7,49,23,9,5,11,20
28,129,0.558,0.303,0.821,12,43,25,9,5,11,22
28,114,0.426,0.294,0.783,8,51,19,7,12,15,27
28,89,0.389,0.333,0.8,7,37,15,7,12,5,16
28,133,0.5,0.429,0.692,18,63,31,3,7,9,25
28,125,0.484,0.32,0.844,14,44,22,3,2,10,23
28,111,0.4,0.281,0.867,12,44,20,8,1,15,31
28,96,0.425,0.355,0.739,12,49,24,6,8,20,20
28,86,0.4,0.346,0.643,9,50,16,8,1,13,19
28,109,0.47,0.364,0.905,8,35,23,7,7,13,30
28,108,0.438,0.389,0.64,12,52,25,10,12,17,22
28,93,0.389,0.259,0.706,16,52,23,10,13,11,18
28,123,0.5,0.387,0.76,12,53,23,4,4,14,23
28,109,0.481,0.31,0.846,9,39,28,3,4,8,18
28,119,0.53,0.414,0.792,8,32,20,7,3,18,26
28,130,0.465,0.475,0.905,17,42,21,5,4,6,23
28,101,0.461,0.171,0.867,10,44,21,13,7,11,20
28,111,0.5,0.472,0.824,5,40,29,10,4,15,18
28,113,0.453,0.372,0.786,9,52,31,11,5,8,17
28,123,0.563,0.486,0.7,6,40,35,7,8,12,24
28,115,0.467,0.371,0.783,7,40,24,7,3,8,19
28,122,0.522,0.368,0.8,5,50,38,5,8,7,22
28,119,0.478,0.265,0.923,5,37,23,7,8,12,21
28,123,0.525,0.447,0.957,6,47,31,10,7,18,18
28,117,0.542,0.4,0.625,7,42,33,9,7,12,22
28,102,0.462,0.303,0.625,8,34,19,9,5,7,22
28,103,0.422,0.293,0.778,9,50,22,5,8,15,28
28,106,0.386,0.278,0.848,17,45,25,12,8,12,21
28,121,0.446,0.3,0.905,11,47,33,9,7,9,20
28,108,0.482,0.395,0.786,12,42,22,7,2,16,20
28,132,0.505,0.457,0.88,14,52,32,3,3,11,19
28,116,0.484,0.355,0.81,13,53,27,7,6,11,20
28,106,0.443,0.375,0.857,18,57,20,4,8,20,19
28,122,0.473,0.333,0.839,12,45,26,5,8,13,21
28,125,0.568,0.5,0.783,8,31,31,5,1,19,25
28,93,0.455,0.389,0.529,6,45,19,7,8,17,10
28,129,0.534,0.441,0.87,10,33,32,4,5,6,23
28,116,0.477,0.5,0.69,5,43,26,5,7,10,24
28,106,0.446,0.444,0.571,13,48,24,3,6,14,23
28,114,0.511,0.382,0.778,9,37,33,6,16,9,18
28,99,0.463,0.229,0.773,9,46,23,1,5,15,26
28,106,0.447,0.324,0.786,9,46,28,7,1,11,23
28,96,0.435,0.303,0.75,12,48,23,10,6,10,25
28,92,0.429,0.3,0.688,9,52,27,9,8,19,17
28,112,0.5,0.425,0.708,6,47,28,8,5,17,21
28,108,0.529,0.308,1,8,48,27,3,5,9,17
28,109,0.457,0.3,0.762,9,47,24,5,10,13,24
29,106,0.506,0.375,0.938,6,36,28,9,5,15,18
29,97,0.481,0.409,0.824,7,38,23,10,8,19,21
29,96,0.494,0.31,0.786,7,41,22,11,4,18,21
29,84,0.43,0.25,0.818,8,41,20,7,7,18,23
29,88,0.416,0.24,0.72,7,44,20,8,10,23,19
29,96,0.468,0.419,0.692,14,49,18,9,5,21,20
29,104,0.469,0.457,0.8,6,35,25,16,8,14,17
29,112,0.378,0.448,0.861,10,55,16,9,8,14,21
29,100,0.438,0.348,0.917,10,33,11,9,5,13,25
29,110,0.432,0.382,0.875,8,33,22,7,3,13,18
29,97,0.303,0.231,0.8,14,45,15,14,6,12,23
29,74,0.338,0.238,0.864,4,40,12,10,7,17,20
29,114,0.482,0.379,0.84,12,44,19,12,3,16,29
29,98,0.44,0.35,0.909,8,31,23,8,4,15,23
29,101,0.43,0.486,0.941,9,37,19,5,10,13,23
29,107,0.494,0.462,0.708,10,39,21,6,6,16,19
29,125,0.48,0.412,0.944,14,54,31,10,4,10,19
29,86,0.353,0.321,0.895,7,34,18,16,4,14,19
29,110,0.465,0.4,0.842,8,45,23,10,5,7,15
29,121,0.568,0.563,0.579,5,30,31,8,2,10,19
29,106,0.483,0.438,0.889,9,43,24,7,6,11,20
29,126,0.576,0.486,0.786,10,33,38,13,2,13,20
29,114,0.494,0.4,0.72,8,46,25,7,3,7,15
29,116,0.566,0.471,0.778,10,52,29,9,3,16,20
29,94,0.43,0.333,0.714,9,35,18,16,5,16,21
29,101,0.442,0.367,0.815,4,32,17,10,5,13,21
29,100,0.434,0.348,0.703,9,35,20,7,3,16,23
29,100,0.462,0.3,1,5,48,24,3,8,16,19
29,107,0.482,0.52,0.778,9,55,19,6,2,15,20
29,100,0.457,0.5,0.643,11,38,24,9,7,12,14
29,99,0.462,0.296,0.875,5,32,17,12,1,6,22
29,79,0.356,0.226,0.741,11,39,13,6,3,18,15
29,100,0.459,0.462,0.833,5,41,18,7,4,12,18
29,89,0.458,0.231,0.85,6,37,16,3,2,12,13
29,83,0.321,0.286,0.826,12,42,19,7,0,7,22
29,101,0.402,0.261,0.778,10,43,21,10,2,13,22
29,104,0.463,0.323,0.857,5,43,24,12,4,11,24
29,98,0.452,0.219,0.882,6,36,23,12,1,14,21
29,91,0.452,0.364,0.5,8,53,26,7,5,17,16
