Team_Number_Id,TeamPoints,FieldGoals,X3PointShots,FreeThrows,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls
3,111,0.439,0.522,0.75,16,50,20,8,3,13,24
3,93,0.422,0.15,0.909,11,37,23,12,6,12,18
3,100,0.409,0.167,0.955,14,50,23,5,2,14,21
3,94,0.376,0.214,0.889,16,53,16,4,6,14,18
3,74,0.397,0.313,0.583,6,39,18,8,4,18,18
3,77,0.397,0.318,0.6,10,41,17,4,2,15,14
3,89,0.463,0.556,0.8,5,38,24,5,3,14,17
3,79,0.452,0.167,0.846,5,30,15,5,3,15,18
3,110,0.523,0.529,0.786,8,45,24,8,3,15,15
3,104,0.447,0.421,0.714,16,46,22,6,5,12,10
3,86,0.436,0.3,0.632,7,36,22,5,3,17,17
3,100,0.513,0.357,0.895,8,40,24,4,4,14,18
3,78,0.417,0.211,0.5,9,39,20,4,4,12,16
3,86,0.44,0.375,0.778,6,24,24,5,2,11,15
3,116,0.479,0.471,0.72,18,49,24,10,7,11,17
3,98,0.507,0.5,0.739,3,32,24,5,2,16,15
3,79,0.359,0.2,0.826,10,44,13,10,2,10,14
3,103,0.476,0.45,0.609,10,44,23,6,5,10,13
3,100,0.488,0.438,0.867,7,39,28,5,4,11,15
3,100,0.444,0.304,0.677,9,40,25,5,2,16,20
3,128,0.558,0.643,0.933,11,46,29,5,4,21,20
3,98,0.461,0.333,0.885,9,36,19,5,5,19,17
3,105,0.519,0.474,0.8,8,39,23,6,6,15,11
3,90,0.465,0.5,0.684,8,35,25,4,2,20,12
3,109,0.488,0.471,0.85,7,42,26,14,6,7,17
3,96,0.432,0.227,0.875,9,42,23,8,4,14,15
3,104,0.478,0.25,0.789,12,47,18,10,2,13,20
3,116,0.493,0.444,0.81,9,42,21,12,8,17,22
3,98,0.476,0.467,0.647,8,45,23,12,2,19,21
3,95,0.416,0.421,0.697,11,44,25,10,3,13,19
3,101,0.438,0.278,0.667,11,44,28,8,4,7,19
3,121,0.505,0.591,0.762,8,34,32,5,4,13,21
3,118,0.489,0.346,0.731,17,37,19,7,4,15,21
3,99,0.512,0.5,1,6,29,23,7,8,15,22
3,89,0.379,0.294,0.818,11,41,22,8,4,12,14
3,100,0.557,0.444,0.769,3,31,25,3,6,20,18
3,131,0.522,0.417,0.871,14,52,23,12,3,12,20
3,102,0.465,0.286,0.8,12,39,22,7,3,9,18
3,103,0.525,0.357,0.667,6,40,24,3,5,9,22
3,100,0.459,0.444,0.889,6,44,21,4,2,16,24
3,104,0.461,0.364,0.737,10,46,28,10,5,9,16
3,120,0.545,0.455,0.861,7,40,24,13,1,20,23
3,99,0.532,0.273,0.778,10,36,20,8,2,20,10
3,105,0.468,0.357,0.667,14,39,19,7,5,18,18
3,87,0.372,0.19,0.619,13,55,26,12,4,17,19
3,91,0.356,0.167,0.75,20,52,20,11,2,11,11
3,87,0.388,0.348,0.619,21,50,20,5,3,20,23
3,103,0.424,0.412,0.75,11,38,26,7,4,10,21
3,99,0.424,0.4,0.55,16,45,24,9,5,14,17
3,105,0.385,0.378,0.808,11,36,24,12,4,15,21
3,111,0.449,0.323,0.619,13,43,24,9,9,10,16
3,96,0.438,0.385,0.667,5,39,26,8,8,8,17
5,94,0.393,0.25,0.759,11,43,16,4,1,8,16
5,94,0.409,0.4,0.769,13,54,23,7,6,18,20
5,92,0.372,0.378,0.933,9,45,27,7,13,11,14
5,130,0.516,0.609,0.957,12,52,26,6,4,9,11
5,108,0.494,0.222,0.824,8,48,19,8,6,11,25
5,94,0.466,0.316,0.645,6,33,15,7,0,15,18
5,104,0.487,0.308,0.741,4,34,18,8,5,16,20
5,95,0.417,0.348,0.607,7,33,21,11,5,5,9
5,97,0.379,0.455,0.833,9,45,21,9,4,6,21
5,106,0.494,0.29,0.789,7,37,29,6,9,11,16
5,94,0.439,0.25,0.68,8,42,13,7,7,7,16
5,116,0.488,0.44,0.75,9,49,27,5,8,15,16
5,113,0.494,0.48,0.955,5,41,25,7,10,11,21
5,127,0.5,0.31,0.769,8,48,24,10,7,19,19
5,101,0.47,0.308,1,9,51,22,5,6,19,17
5,90,0.413,0.2,0.76,7,38,20,7,7,11,25
5,87,0.386,0.484,0.818,7,43,20,6,6,13,16
5,99,0.372,0.29,0.667,13,41,19,10,7,8,13
5,102,0.416,0.294,0.72,13,50,23,10,3,9,18
5,104,0.429,0.308,0.686,14,57,21,5,5,14,20
5,99,0.494,0.407,0.471,3,40,27,9,5,10,21
5,123,0.5,0.486,0.9,7,41,23,5,5,13,24
5,93,0.409,0.314,1,7,52,17,1,5,11,12
5,98,0.456,0.412,0.8,7,33,23,12,3,16,19
5,109,0.435,0.345,0.806,6,51,23,5,9,13,23
5,101,0.419,0.303,0.813,18,51,23,8,4,17,20
5,95,0.349,0.293,0.806,9,35,20,8,3,11,27
5,89,0.358,0.286,0.719,12,44,19,6,6,16,18
5,98,0.406,0.438,0.875,7,43,21,10,13,16,24
5,108,0.483,0.24,0.727,7,46,28,7,6,10,16
5,117,0.432,0.3,0.889,17,42,20,8,3,11,26
5,94,0.4,0.313,0.889,14,43,15,7,7,10,16
5,90,0.345,0.273,0.765,7,34,18,7,7,4,27
5,101,0.442,0.333,0.947,8,41,15,7,1,11,12
5,102,0.437,0.393,0.682,9,44,20,9,5,13,15
5,83,0.369,0.304,0.737,11,47,14,4,3,15,16
5,92,0.361,0.333,0.833,9,40,24,6,4,12,18
5,107,0.439,0.333,0.846,11,54,26,8,9,16,24
5,107,0.488,0.4,0.75,3,38,21,1,1,11,17
5,92,0.379,0.25,0.773,13,35,27,8,2,5,20
5,124,0.466,0.519,0.875,7,50,20,6,4,16,18
5,95,0.42,0.333,0.857,6,34,17,8,2,16,21
5,120,0.446,0.37,0.909,14,48,23,10,4,9,19
5,97,0.341,0.29,0.865,11,49,17,5,3,11,20
5,129,0.4,0.455,0.808,16,46,27,11,2,9,31
5,73,0.368,0.24,0.81,5,35,10,6,0,18,15
5,91,0.388,0.345,0.679,14,47,17,9,4,16,12
5,101,0.375,0.361,0.615,14,59,28,8,8,10,16
5,106,0.494,0.333,0.826,11,49,26,4,3,14,14
5,95,0.444,0.385,0.867,3,41,23,5,10,12,16
5,108,0.469,0.444,0.8,7,43,23,7,5,15,21
5,108,0.438,0.389,0.774,10,56,20,6,8,13,19
5,117,0.517,0.429,0.789,10,45,24,6,8,13,13
5,98,0.43,0.29,0.833,8,37,13,13,6,17,16
5,104,0.506,0.37,0.933,6,41,23,7,1,15,21
5,103,0.487,0.345,0.704,8,43,23,7,2,14,20
5,96,0.434,0.393,0.684,6,38,23,8,7,14,21
5,76,0.333,0.219,0.652,10,41,16,7,4,6,12
5,126,0.484,0.481,0.852,15,58,27,8,6,12,21
5,119,0.494,0.4,0.829,8,50,20,9,7,12,21
5,108,0.481,0.419,0.826,7,41,20,4,9,11,19
5,108,0.456,0.4,0.824,6,42,20,8,7,13,17
5,122,0.463,0.429,0.816,4,43,21,6,3,5,18
5,118,0.506,0.4,0.828,9,37,28,9,5,10,19
5,125,0.545,0.484,0.875,10,44,28,6,5,11,25
5,96,0.421,0.333,0.647,7,40,18,9,7,15,16
5,107,0.4,0.297,0.762,15,59,23,3,4,8,12
5,109,0.465,0.5,0.762,9,39,19,3,0,8,19
5,93,0.422,0.281,0.7,8,38,22,6,13,11,18
5,91,0.402,0.421,0.684,10,46,18,11,5,14,12
5,105,0.476,0.357,0.81,3,36,21,7,5,8,21
5,105,0.398,0.467,0.773,7,42,24,8,2,7,21
5,115,0.554,0.552,0.81,5,35,30,6,8,8,11
5,100,0.437,0.28,0.944,9,64,26,6,6,15,7
5,100,0.429,0.259,0.778,8,55,23,9,6,11,14
5,103,0.447,0.346,0.963,11,35,23,15,4,15,13
5,90,0.364,0.314,0.714,11,43,20,5,6,6,22
5,111,0.467,0.462,0.882,11,38,19,9,3,8,14
5,113,0.494,0.378,0.85,10,42,26,11,12,12,17
5,98,0.346,0.364,0.857,9,46,21,7,2,15,25
5,114,0.506,0.438,0.818,7,44,23,10,7,14,20
5,117,0.547,0.379,0.632,5,46,32,6,5,9,14
4,97,0.425,0.368,0.696,7,47,13,6,10,13,22
4,115,0.538,0.5,0.85,5,39,20,9,3,19,24
4,94,0.405,0.318,0.731,8,50,18,8,8,19,24
4,92,0.379,0.25,0.864,11,47,23,7,8,13,16
4,105,0.489,0.467,0.375,4,33,26,5,0,12,19
4,104,0.444,0.389,0.81,11,47,20,3,7,6,17
4,93,0.355,0.344,0.696,10,50,20,7,6,18,26
4,111,0.427,0.4,0.826,13,58,28,6,10,14,19
4,102,0.44,0.25,0.774,10,57,27,4,6,11,16
4,96,0.407,0.4,0.625,10,48,26,9,9,8,20
4,103,0.494,0.474,0.857,11,47,24,7,2,19,17
4,94,0.398,0.318,0.739,15,43,22,11,2,12,19
4,93,0.384,0.389,0.87,6,44,19,6,3,10,18
4,92,0.348,0.423,0.85,9,47,21,7,7,15,23
4,92,0.43,0.375,0.6,12,51,25,4,6,10,21
4,99,0.404,0.353,0.778,15,62,22,3,10,14,17
4,96,0.416,0.36,0.684,12,52,29,5,5,14,19
4,101,0.456,0.286,0.722,16,48,28,11,8,20,19
4,100,0.429,0.286,0.696,15,50,22,7,5,16,18
4,83,0.356,0.304,0.875,13,54,20,8,6,11,12
4,98,0.423,0.4,0.828,7,48,17,6,6,13,10
4,115,0.506,0.364,0.808,10,53,28,7,8,13,15
4,98,0.442,0.375,0.684,9,45,22,5,6,14,17
4,144,0.417,0.227,0.886,20,62,21,5,9,16,35
4,91,0.394,0.238,0.706,18,47,17,7,1,13,20
4,102,0.453,0.346,0.538,15,45,32,8,8,13,15
4,105,0.435,0.389,0.9,16,53,22,8,6,16,19
4,111,0.538,0.381,0.731,13,41,20,7,7,17,23
4,104,0.46,0.381,0.667,11,49,23,4,10,10,15
4,102,0.43,0.333,0.815,14,53,15,6,10,21,19
4,108,0.459,0.625,0.8,14,54,27,4,9,7,19
4,115,0.512,0.429,0.88,8,42,23,4,8,11,18
4,117,0.554,0.263,1,7,45,27,5,10,15,11
4,101,0.415,0.409,0.824,12,54,23,4,5,16,18
4,105,0.434,0.389,0.839,12,46,16,7,6,21,13
4,100,0.42,0.409,0.852,10,44,18,5,6,16,16
4,101,0.412,0.414,0.792,20,57,22,3,8,17,25
4,115,0.466,0.412,0.839,17,53,17,9,2,23,20
4,77,0.36,0.105,0.867,12,47,16,6,2,8,19
4,111,0.524,0.429,0.7,6,38,28,6,6,10,16
4,94,0.37,0.05,0.792,16,49,14,4,4,10,17
4,101,0.427,0.231,0.846,15,50,11,7,4,20,19
4,96,0.437,0.412,0.867,13,53,21,2,5,7,18
4,84,0.398,0.278,0.75,12,49,18,5,3,13,18
4,114,0.495,0.353,0.875,12,51,29,12,5,10,19
4,93,0.43,0.333,0.727,11,42,19,2,4,9,20
4,96,0.433,0.238,0.65,8,42,19,4,7,14,25
4,107,0.455,0.524,0.762,10,49,26,8,0,17,21
4,110,0.462,0.417,0.704,11,40,21,5,7,10,31
4,105,0.471,0.4,0.895,9,31,27,5,4,11,17
4,91,0.389,0.4,0.786,8,41,25,5,8,7,22
4,90,0.442,0.357,0.75,11,45,21,7,3,18,17
4,95,0.398,0.381,0.591,15,49,12,4,4,13,19
4,116,0.516,0.438,0.65,11,49,32,4,6,9,27
4,126,0.557,0.684,0.962,8,38,30,2,7,8,21
4,109,0.5,0.348,0.813,7,50,26,6,2,15,22
4,88,0.364,0.25,0.864,17,49,19,3,2,20,20
4,95,0.415,0.318,0.833,10,50,33,4,6,9,21
4,111,0.456,0.478,0.692,8,29,20,10,2,9,22
4,89,0.384,0.316,0.636,5,48,24,6,2,7,17
4,108,0.456,0.429,0.794,12,53,28,8,4,25,21
4,100,0.5,0.4,0.8,6,44,35,5,11,18,18
4,101,0.453,0.5,0.923,11,50,23,5,5,21,18
4,96,0.469,0.381,0.8,7,39,27,7,6,18,14
4,109,0.494,0.36,0.9,8,38,23,2,7,8,22
4,96,0.402,0.3,0.87,9,40,20,10,3,18,20
4,118,0.489,0.458,1,16,50,26,6,8,9,16
4,92,0.488,0.316,0.727,11,42,24,4,6,11,12
4,109,0.451,0.5,0.652,11,40,28,13,7,9,16
4,107,0.463,0.469,0.762,6,34,29,7,5,6,12
4,94,0.416,0.24,0.778,7,34,15,9,2,8,14
4,89,0.409,0.25,0.647,11,40,20,2,3,13,16
4,100,0.377,0.409,0.733,18,58,22,4,5,7,17
4,98,0.425,0.385,0.875,12,41,22,5,6,15,19
4,103,0.481,0.458,0.818,5,42,28,5,4,15,20
4,90,0.386,0.36,0.867,11,47,21,6,10,11,25
4,102,0.527,0.269,0.773,6,34,30,10,4,11,16
4,92,0.442,0.379,0.684,13,42,22,6,11,20,20
4,98,0.449,0.214,0.893,12,41,18,6,7,12,12
4,105,0.449,0.333,0.81,13,45,19,8,6,12,22
4,121,0.571,0.435,0.885,5,35,29,5,3,9,20
4,115,0.47,0.625,0.815,16,53,27,8,8,17,13
6,95,0.404,0.31,0.588,11,50,26,5,7,10,21
6,106,0.488,0.448,0.647,12,54,29,7,2,19,25
6,102,0.453,0.24,0.857,14,49,25,4,4,11,19
6,107,0.519,0.364,0.75,7,43,28,5,9,16,19
6,96,0.398,0.259,0.719,9,48,21,5,2,11,12
6,108,0.511,0.385,0.667,11,45,29,9,0,17,20
6,101,0.458,0.333,0.68,11,48,25,5,4,10,20
6,118,0.5,0.458,0.767,11,35,24,9,6,16,21
6,90,0.423,0.214,0.581,12,49,12,6,1,12,19
6,105,0.407,0.368,0.63,14,54,21,6,8,20,24
6,99,0.475,0.333,0.6,3,40,21,8,2,14,25
6,115,0.563,0.458,0.8,13,43,29,3,2,17,24
6,109,0.482,0.379,0.842,11,51,27,4,8,14,22
6,117,0.531,0.514,0.591,8,41,34,5,3,10,15
6,99,0.439,0.483,0.813,9,42,22,4,2,10,20
6,95,0.42,0.32,0.76,12,50,17,3,2,16,22
6,90,0.402,0.333,0.647,12,49,20,9,11,19,19
6,85,0.337,0.3,0.87,10,47,15,8,3,18,18
6,108,0.438,0.303,0.833,12,43,18,8,1,14,26
6,84,0.365,0.214,0.667,11,36,14,8,1,14,26
6,105,0.506,0.429,0.8,6,30,18,10,4,8,18
6,111,0.569,0.524,0.667,9,45,28,12,0,18,19
6,89,0.462,0.348,0.9,6,46,17,5,7,14,17
6,104,0.466,0.414,0.769,16,42,29,6,1,16,22
6,108,0.471,0.44,0.81,6,40,25,11,6,10,19
6,91,0.386,0.227,0.88,14,48,23,6,4,7,15
6,83,0.316,0.167,0.72,17,55,12,6,4,11,22
6,76,0.364,0.355,0.6,9,42,21,4,2,17,20
6,101,0.465,0.415,0.72,10,37,21,8,8,17,18
6,93,0.442,0.182,0.591,9,44,17,12,3,12,16
6,104,0.415,0.324,0.615,12,53,24,6,1,4,17
6,122,0.554,0.515,0.885,11,40,25,6,4,13,22
6,121,0.539,0.414,0.684,13,44,16,9,3,10,20
6,125,0.531,0.481,0.897,10,43,23,8,5,11,19
6,95,0.389,0.281,0.696,13,51,20,9,2,10,16
6,110,0.412,0.386,0.813,17,46,28,12,4,9,21
6,95,0.463,0.385,0.818,9,43,15,4,2,17,23
6,91,0.391,0.229,0.652,17,49,19,10,6,14,24
6,98,0.481,0.368,0.68,8,36,22,3,4,15,25
6,91,0.468,0.294,0.7,6,45,15,6,3,13,13
6,115,0.506,0.464,0.75,14,47,29,5,2,13,31
6,83,0.372,0.167,0.409,16,48,17,5,5,4,18
6,114,0.506,0.355,0.65,12,43,30,7,3,15,18
6,115,0.556,0.393,0.875,10,37,34,12,3,13,17
6,114,0.47,0.391,0.931,10,47,20,4,1,7,25
6,117,0.549,0.391,0.857,10,43,24,4,4,9,21
6,111,0.5,0.318,0.696,10,45,22,8,3,16,19
6,97,0.458,0.357,0.786,3,28,16,9,5,7,19
6,103,0.425,0.267,0.6,15,47,21,8,6,14,25
6,99,0.433,0.341,1,10,49,21,6,6,12,17
6,120,0.479,0.457,0.737,12,53,27,7,5,14,25
6,120,0.511,0.419,0.611,13,46,26,6,1,6,20
6,106,0.462,0.292,0.882,11,52,21,8,8,10,22
6,115,0.513,0.435,0.852,13,49,25,4,1,12,21
6,88,0.43,0.308,0.923,5,40,19,8,2,17,21
6,114,0.495,0.406,0.647,12,47,26,11,1,9,20
6,97,0.473,0.5,0.714,10,39,21,4,0,14,26
6,99,0.4,0.31,0.867,6,39,20,6,2,14,26
6,100,0.422,0.31,0.84,9,40,22,4,2,11,15
6,108,0.467,0.444,0.75,8,47,24,9,5,9,19
6,120,0.512,0.333,0.765,15,47,27,8,4,15,21
6,103,0.45,0.241,0.828,13,49,23,9,7,25,22
6,120,0.433,0.295,0.829,15,51,17,5,1,13,21
6,120,0.529,0.457,0.7,9,38,22,4,6,8,20
6,114,0.488,0.486,0.7,9,49,23,3,4,8,19
6,85,0.398,0.233,0.625,13,39,18,6,3,8,16
6,99,0.443,0.27,0.846,13,48,21,9,4,16,19
6,109,0.5,0.464,0.741,9,41,23,7,4,19,21
6,101,0.526,0.417,0.846,3,26,19,6,3,14,22
6,124,0.558,0.484,0.765,8,43,38,10,4,12,19
6,113,0.482,0.294,0.852,17,42,29,6,8,12,17
6,95,0.438,0.263,0.778,11,45,22,3,2,14,20
6,107,0.446,0.412,0.76,15,53,21,6,5,9,23
6,100,0.36,0.35,0.857,10,38,21,5,5,11,31
6,107,0.437,0.316,0.792,9,50,29,10,7,17,17
6,110,0.398,0.316,0.645,11,57,27,9,6,12,23
6,112,0.542,0.552,0.462,15,46,34,7,1,17,19
6,109,0.547,0.5,0.9,2,41,30,4,8,16,14
6,109,0.473,0.276,0.912,7,33,15,7,3,10,19
6,102,0.434,0.475,0.611,12,42,24,5,5,15,18
6,109,0.482,0.379,0.9,9,47,17,9,4,15,14
6,110,0.474,0.389,0.733,8,43,21,4,7,10,23
7,111,0.471,0.476,0.677,6,48,24,7,3,8,25
7,88,0.361,0.2,0.8,14,55,22,4,2,12,26
7,103,0.46,0.367,0.75,8,49,28,5,4,11,22
7,91,0.384,0.304,0.72,14,44,20,5,3,15,25
7,94,0.39,0.207,0.889,8,44,17,8,2,13,13
7,107,0.476,0.375,0.818,6,42,20,5,2,9,17
7,105,0.443,0.25,0.846,8,44,20,4,4,13,17
7,118,0.553,0.458,0.767,8,44,23,8,3,13,29
7,90,0.366,0.259,0.793,7,48,19,9,4,15,15
7,110,0.483,0.286,0.762,8,45,24,6,7,11,21
7,92,0.395,0.292,0.833,6,39,16,12,2,19,23
7,106,0.514,0.35,0.714,7,39,22,7,7,17,22
7,102,0.47,0.286,0.941,8,34,24,10,5,8,19
7,114,0.53,0.526,0.571,9,36,26,8,4,17,17
7,96,0.39,0.324,0.893,4,48,22,4,6,19,25
7,83,0.41,0.273,0.75,9,46,21,7,1,13,21
7,92,0.429,0.269,0.704,10,42,18,13,3,13,14
7,98,0.429,0.243,0.773,9,40,22,8,3,16,30
7,115,0.457,0.31,0.833,12,49,23,7,5,12,17
7,96,0.457,0.276,0.7,11,42,23,8,5,17,17
7,116,0.5,0.516,0.889,6,50,25,5,4,16,17
7,104,0.451,0.419,0.85,7,43,21,7,3,9,14
7,95,0.36,0.226,0.842,20,51,18,7,3,9,15
7,111,0.427,0.424,0.875,11,46,23,5,3,12,12
7,104,0.494,0.375,0.762,5,41,17,12,1,16,22
7,81,0.367,0.242,0.7,11,47,16,2,3,11,16
7,97,0.436,0.345,0.905,11,50,27,7,4,19,17
7,99,0.435,0.379,0.727,4,34,23,8,7,6,25
7,119,0.549,0.471,0.867,5,34,27,3,4,17,18
7,118,0.46,0.485,0.786,16,42,24,10,1,11,25
7,103,0.452,0.455,0.654,6,34,25,9,2,4,15
7,114,0.512,0.519,0.8,12,52,20,6,4,15,19
7,82,0.364,0.226,0.786,13,40,22,6,3,9,11
7,98,0.434,0.385,0.842,3,33,20,10,2,13,17
7,117,0.459,0.414,0.652,13,55,22,13,2,17,18
7,100,0.425,0.25,0.864,11,52,22,7,6,10,18
7,95,0.417,0.318,0.688,16,42,27,6,5,16,21
7,93,0.468,0.3,0.714,11,39,20,7,3,13,19
7,107,0.494,0.393,0.818,7,44,25,4,7,16,16
7,89,0.39,0.194,0.76,8,41,18,7,3,16,20
7,83,0.39,0.364,0.882,7,43,20,1,6,9,16
7,83,0.358,0.261,0.76,5,45,20,4,6,13,23
7,118,0.43,0.471,0.917,11,51,23,4,2,14,21
7,106,0.433,0.2,0.773,9,46,18,11,2,11,15
7,106,0.46,0.303,0.889,7,33,24,9,6,8,15
7,104,0.456,0.5,0.773,8,36,17,4,4,14,20
7,92,0.434,0.24,0.769,5,35,21,5,1,6,20
7,107,0.506,0.355,0.667,8,34,20,4,0,10,21
7,91,0.463,0.381,0.6,10,49,22,6,5,12,17
7,91,0.397,0.276,0.913,13,42,15,9,1,14,19
7,97,0.365,0.269,0.737,10,37,14,5,2,6,18
7,90,0.391,0.4,0.737,8,46,18,4,5,4,16
7,90,0.452,0.2,0.778,5,36,17,7,2,15,23
7,114,0.432,0.395,0.697,9,42,26,6,1,5,21
7,119,0.48,0.379,0.878,6,36,24,5,1,11,21
7,104,0.416,0.463,0.611,6,45,23,8,6,18,12
7,129,0.482,0.382,0.944,14,48,23,8,3,10,19
7,103,0.407,0.321,0.8,13,42,26,10,4,10,21
7,122,0.511,0.379,0.778,10,45,25,9,1,14,25
7,128,0.528,0.361,1,8,43,34,9,6,8,26
7,121,0.558,0.474,0.839,6,36,27,7,4,15,19
7,101,0.479,0.241,0.667,13,47,25,5,3,15,25
7,114,0.441,0.39,0.8,8,46,29,5,8,12,19
7,90,0.37,0.16,0.813,12,51,15,5,1,15,19
7,96,0.453,0.3,0.818,7,40,25,6,2,8,19
7,105,0.482,0.364,0.833,7,40,30,7,1,13,21
7,107,0.483,0.3,0.778,6,42,30,9,6,14,26
7,98,0.468,0.318,0.895,4,32,24,6,7,10,18
7,112,0.441,0.31,0.955,11,46,25,4,8,12,15
7,132,0.551,0.6,0.826,8,50,31,7,8,16,21
7,103,0.438,0.3,0.909,11,47,21,8,6,17,17
7,120,0.448,0.514,0.762,15,51,31,3,6,11,19
7,111,0.477,0.333,0.792,12,41,22,6,2,13,24
7,97,0.409,0.344,0.933,9,34,23,14,6,3,20
7,91,0.412,0.32,0.765,14,42,18,7,1,15,15
7,98,0.459,0.333,0.857,8,48,18,4,5,10,18
7,88,0.386,0.35,0.588,15,44,19,6,4,10,17
7,88,0.413,0.303,0.857,13,40,19,9,4,12,20
7,103,0.5,0.387,0.795,6,38,18,7,6,17,17
7,91,0.405,0.267,0.697,5,47,18,6,5,14,29
7,101,0.444,0.344,0.818,10,47,19,7,2,9,15
7,91,0.403,0.308,0.81,11,41,20,8,2,12,23
8,105,0.506,0.481,0.667,9,49,26,9,10,21,26
8,78,0.305,0.2,0.75,17,51,15,7,4,14,27
8,93,0.38,0.346,0.737,14,35,20,8,3,13,17
8,120,0.506,0.35,0.871,11,49,30,5,7,14,23
8,84,0.389,0.25,0.676,11,45,16,4,6,13,14
8,104,0.424,0.333,0.818,10,44,23,13,5,19,20
8,108,0.519,0.368,0.656,8,47,20,5,7,14,20
8,103,0.494,0.333,0.708,14,36,27,10,6,14,12
8,107,0.457,0.45,0.75,12,46,25,10,4,18,23
8,81,0.347,0.171,0.875,9,42,13,8,6,10,20
8,115,0.529,0.5,0.769,11,43,27,5,6,13,15
8,98,0.388,0.333,0.944,17,50,25,7,5,6,17
8,107,0.456,0.208,0.769,14,38,24,8,4,11,22
8,105,0.43,0.267,0.771,13,41,23,9,3,19,15
8,94,0.397,0.32,0.828,8,48,16,3,0,16,32
8,80,0.403,0.35,0.846,8,37,17,8,2,18,19
8,81,0.4,0.32,0.765,10,45,17,9,5,20,22
8,74,0.373,0.316,0.75,10,43,19,6,4,22,20
8,90,0.387,0.333,0.591,13,49,26,8,8,7,22
8,106,0.469,0.444,1,6,42,30,2,4,11,19
8,108,0.457,0.355,0.605,13,47,25,8,4,17,21
8,74,0.333,0.292,0.55,10,47,19,11,7,17,16
8,111,0.442,0.393,0.727,8,50,21,7,1,12,25
8,114,0.512,0.32,0.88,15,52,26,8,5,18,15
8,112,0.562,0.556,0.741,10,39,24,9,6,14,26
8,88,0.392,0.214,0.8,15,44,15,10,4,14,20
8,125,0.469,0.486,0.818,13,39,26,5,4,5,25
8,107,0.456,0.36,0.842,13,44,26,2,5,12,24
8,104,0.462,0.4,0.462,13,50,26,6,7,17,20
8,86,0.442,0.278,0.833,8,36,25,6,3,15,16
8,112,0.489,0.36,0.733,17,37,24,6,2,10,18
8,87,0.416,0.208,0.727,12,52,18,8,6,18,19
8,103,0.425,0.444,0.895,12,44,20,9,5,14,16
8,108,0.419,0.167,0.652,24,52,27,7,0,13,23
8,106,0.425,0.318,0.646,15,41,20,7,6,8,25
8,78,0.358,0.4,0.706,13,46,21,3,7,11,19
8,84,0.368,0.211,0.842,19,59,19,2,4,17,24
8,95,0.416,0.444,0.826,8,44,25,7,7,13,20
8,112,0.425,0.227,0.892,13,49,22,7,3,13,18
8,95,0.41,0.333,0.962,6,37,23,4,6,13,18
8,129,0.505,0.385,0.711,17,42,25,12,4,17,26
8,104,0.422,0.35,0.75,12,48,21,5,6,17,25
8,101,0.45,0.3,0.769,10,40,26,6,1,10,25
8,104,0.462,0.364,0.828,3,32,18,15,4,8,19
8,105,0.393,0.3,0.892,12,43,18,10,3,15,18
8,103,0.429,0.333,0.75,14,53,23,4,6,20,22
8,117,0.506,0.5,0.788,7,39,25,9,5,15,25
8,105,0.46,0.222,0.84,8,45,24,10,3,19,22
8,112,0.542,0.455,0.8,7,49,28,6,5,19,25
8,81,0.371,0.222,0.758,9,41,11,12,2,14,19
8,115,0.448,0.333,0.705,13,48,22,5,8,10,24
8,101,0.43,0.238,0.786,11,48,20,6,3,7,19
8,104,0.467,0.36,0.846,12,42,24,10,2,12,16
8,103,0.47,0.316,0.792,8,47,25,10,3,12,13
8,110,0.467,0.333,0.692,9,44,26,12,5,18,26
8,101,0.466,0.286,0.794,6,36,19,11,5,24,26
8,110,0.41,0.37,0.818,12,44,27,10,3,12,25
8,87,0.378,0.25,0.765,14,57,18,11,2,16,14
8,116,0.462,0.31,0.677,18,49,18,7,3,15,26
8,96,0.533,0.32,0.8,8,40,27,3,4,19,26
8,117,0.487,0.522,0.763,7,42,22,3,6,11,20
8,120,0.479,0.231,0.88,17,50,28,8,6,15,20
8,116,0.411,0.346,0.76,17,58,25,8,5,11,25
8,110,0.455,0.286,0.737,11,45,28,9,3,6,22
8,116,0.484,0.464,0.789,11,49,27,9,11,11,30
8,116,0.525,0.333,0.828,9,44,24,10,8,21,27
8,119,0.527,0.35,0.7,13,40,22,9,2,12,21
8,110,0.5,0.375,0.875,7,37,23,8,1,16,19
8,98,0.448,0.273,0.824,9,39,22,6,4,14,22
8,101,0.437,0.5,0.696,14,51,19,6,4,13,21
8,91,0.395,0.364,0.76,10,35,19,10,4,16,16
8,104,0.434,0.353,0.8,7,46,18,7,9,16,19
8,116,0.479,0.385,0.667,13,48,31,5,7,9,22
8,90,0.394,0.241,0.692,20,44,24,7,5,15,19
8,88,0.443,0.375,0.895,6,44,20,3,4,21,20
8,109,0.487,0.448,0.833,11,42,24,4,7,14,29
8,95,0.434,0.37,0.765,8,40,28,10,7,13,15
8,106,0.435,0.31,0.708,15,50,27,3,10,10,22
8,102,0.42,0.333,0.667,10,38,28,9,4,13,19
8,102,0.465,0.273,0.842,8,47,21,9,7,11,23
8,84,0.4,0.222,0.737,6,41,18,6,7,11,19
8,99,0.426,0.28,0.667,20,53,24,10,6,20,19
9,106,0.385,0.414,0.769,23,59,23,5,3,15,15
9,92,0.405,0.368,0.735,8,43,16,2,4,10,20
