ID,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals_pct,X3PointShots_pct,Assists,OppFieldGoals,OppFieldGoals_pct,Opp3PointShots_pct,OppTotalRebounds
8232,BRK,82,4/13/2016,Home,TOR,L,96,103,39,0.438,0.385,26,41,0.441,0.351,57
1144,CHO,1,10/28/2015,Away,MIA,L,94,104,33,0.393,0.25,16,36,0.493,0.6,41
2144,CHO,2,10/30/2015,Away,ATL,L,94,97,36,0.409,0.4,23,36,0.434,0.348,45
3144,CHO,3,11/1/2015,Home,ATL,L,92,94,32,0.372,0.378,27,37,0.42,0.241,48
4144,CHO,4,11/3/2015,Home,CHI,W,130,105,47,0.516,0.609,26,44,0.489,0.467,33
5144,CHO,5,11/5/2015,Away,DAL,W,108,94,44,0.494,0.222,19,32,0.39,0.207,44
6144,CHO,6,11/7/2015,Away,SAS,L,94,114,34,0.466,0.316,15,45,0.556,0.429,42
7144,CHO,7,11/10/2015,Away,MIN,W,104,95,38,0.487,0.308,18,36,0.45,0.474,48
852,CHO,8,11/11/2015,Home,NYK,W,95,93,35,0.417,0.348,21,42,0.488,0.19,52
933,CHO,9,11/13/2015,Away,CHI,L,97,102,36,0.379,0.455,21,37,0.44,0.25,57
1033,CHO,10,11/15/2015,Home,POR,W,106,94,41,0.494,0.29,29,35,0.393,0.238,46
1145,CHO,11,11/17/2015,Away,NYK,L,94,102,36,0.439,0.25,13,36,0.404,0.5,45
1235,CHO,12,11/18/2015,Home,BRK,W,116,111,39,0.488,0.44,27,44,0.484,0.333,37
1333,CHO,13,11/20/2015,Home,PHI,W,113,88,40,0.494,0.48,25,32,0.405,0.308,42
1433,CHO,14,11/23/2015,Home,SAC,W,127,122,49,0.5,0.31,24,52,0.5,0.258,46
1533,CHO,15,11/25/2015,Home,WAS,W,101,87,39,0.47,0.308,22,31,0.356,0.313,41
1633,CHO,16,11/27/2015,Home,CLE,L,90,95,33,0.413,0.2,20,34,0.42,0.32,50
1733,CHO,17,11/29/2015,Home,MIL,W,87,82,27,0.386,0.484,20,33,0.402,0.286,46
1833,CHO,18,12/2/2015,Home,GSW,L,99,116,35,0.372,0.29,19,46,0.523,0.471,53
1933,CHO,19,12/5/2015,Away,CHI,W,102,96,37,0.416,0.294,23,37,0.416,0.36,52
2033,CHO,20,12/7/2015,Home,DET,W,104,84,36,0.429,0.308,21,32,0.368,0.294,41
2145,CHO,21,12/9/2015,Home,MIA,W,99,81,40,0.494,0.407,27,29,0.387,0.286,43
2235,CHO,22,12/11/2015,Away,MEM,W,123,99,39,0.5,0.486,23,32,0.4,0.35,40
2333,CHO,23,12/12/2015,Home,BOS,L,93,98,36,0.409,0.314,17,40,0.417,0.36,42
2433,CHO,24,12/16/2015,Away,ORL,L,98,113,36,0.456,0.412,23,43,0.558,0.583,40
2533,CHO,25,12/17/2015,Home,TOR,W,109,99,37,0.435,0.345,23,35,0.361,0.231,46
2633,CHO,26,12/19/2015,Away,WAS,L,101,109,39,0.419,0.303,23,40,0.506,0.45,38
2733,CHO,27,12/21/2015,Away,HOU,L,95,102,29,0.349,0.293,20,33,0.465,0.25,49
2833,CHO,28,12/23/2015,Home,BOS,L,89,102,29,0.358,0.286,19,36,0.424,0.241,49
2933,CHO,29,12/26/2015,Home,MEM,W,98,92,28,0.406,0.438,21,37,0.411,0.368,48
3033,CHO,30,12/28/2015,Home,LAL,W,108,98,43,0.483,0.24,28,35,0.412,0.31,41
3145,CHO,31,12/30/2015,Home,LAC,L,117,122,38,0.432,0.3,20,37,0.521,0.5,39
3235,CHO,32,1/1/2016,Away,TOR,L,94,104,34,0.4,0.313,15,36,0.396,0.455,54
3333,CHO,33,1/2/2016,Home,OKC,L,90,109,29,0.345,0.273,18,35,0.443,0.391,53
3433,CHO,34,1/4/2016,Away,GSW,L,101,111,38,0.442,0.333,15,45,0.517,0.441,37
3533,CHO,35,1/6/2016,Away,PHO,L,102,111,38,0.437,0.393,20,41,0.488,0.576,39
3633,CHO,36,1/9/2016,Away,LAC,L,83,97,31,0.369,0.304,14,40,0.44,0.258,47
3733,CHO,37,1/10/2016,Away,DEN,L,92,95,30,0.361,0.333,24,32,0.416,0.444,44
3833,CHO,38,1/13/2016,Home,ATL,W,107,84,36,0.439,0.333,26,30,0.37,0.28,37
3933,CHO,39,1/15/2016,Away,NOP,L,107,109,42,0.488,0.4,21,43,0.494,0.444,38
4033,CHO,40,1/16/2016,Home,MIL,L,92,105,33,0.379,0.25,27,39,0.542,0.417,46
4145,CHO,41,1/18/2016,Home,UTA,W,124,119,41,0.466,0.519,20,44,0.423,0.333,49
4235,CHO,42,1/20/2016,Away,OKC,L,95,109,34,0.42,0.333,17,39,0.47,0.375,51
4333,CHO,43,1/22/2016,Away,ORL,W,120,116,45,0.446,0.37,23,45,0.495,0.478,48
4433,CHO,44,1/23/2016,Home,NYK,W,97,84,28,0.341,0.29,17,29,0.377,0.292,51
4533,CHO,45,1/25/2016,Away,SAC,W,129,128,44,0.4,0.455,27,48,0.527,0.304,56
4633,CHO,46,1/27/2016,Away,UTA,L,73,102,25,0.368,0.24,10,40,0.494,0.387,45
4733,CHO,47,1/29/2016,Away,POR,L,91,109,31,0.388,0.345,17,45,0.489,0.35,51
4833,CHO,48,1/31/2016,Away,LAL,W,101,82,36,0.375,0.361,28,27,0.338,0.276,42
4933,CHO,49,2/3/2016,Home,CLE,W,106,97,39,0.494,0.333,26,38,0.458,0.357,28
5033,CHO,50,2/5/2016,Home,MIA,L,95,98,36,0.444,0.385,23,43,0.457,0,48
5145,CHO,51,2/6/2016,Home,WAS,W,108,104,38,0.469,0.444,23,38,0.442,0.36,44
5235,CHO,52,2/8/2016,Home,CHI,W,108,91,35,0.438,0.389,20,35,0.389,0.4,41
5333,CHO,53,2/10/2016,Away,IND,W,117,95,45,0.517,0.429,24,40,0.435,0.222,39
5433,CHO,54,2/19/2016,Away,MIL,W,98,95,37,0.43,0.29,13,36,0.444,0.368,47
5533,CHO,55,2/21/2016,Away,BRK,W,104,96,40,0.506,0.37,23,35,0.432,0.227,42
5633,CHO,56,2/24/2016,Away,CLE,L,103,114,37,0.487,0.345,23,45,0.495,0.406,47
5733,CHO,57,2/26/2016,Away,IND,W,96,95,36,0.434,0.393,23,35,0.412,0.211,52
5833,CHO,58,2/28/2016,Away,ATL,L,76,87,27,0.333,0.219,16,38,0.494,0.471,48
5933,CHO,59,3/1/2016,Home,PHO,W,126,92,45,0.484,0.481,27,33,0.363,0.222,42
6033,CHO,60,3/2/2016,Away,PHI,W,119,99,40,0.494,0.4,20,34,0.4,0.394,38
6145,CHO,61,3/4/2016,Home,IND,W,108,101,38,0.481,0.419,20,37,0.411,0.321,46
6235,CHO,62,3/7/2016,Home,MIN,W,108,103,41,0.456,0.4,20,39,0.488,0.267,43
6333,CHO,63,3/9/2016,Home,NOP,W,122,113,38,0.463,0.429,21,40,0.471,0.303,43
6433,CHO,64,3/11/2016,Home,DET,W,118,103,42,0.506,0.4,28,36,0.474,0.3,33
6533,CHO,65,3/12/2016,Home,HOU,W,125,109,48,0.545,0.484,28,43,0.462,0.192,40
6633,CHO,66,3/14/2016,Home,DAL,L,96,107,32,0.421,0.333,18,42,0.483,0.3,42
6733,CHO,67,3/16/2016,Home,ORL,W,107,99,40,0.4,0.297,23,35,0.422,0.44,40
6833,CHO,68,3/17/2016,Away,MIA,W,109,106,40,0.465,0.5,19,40,0.533,0.412,39
6933,CHO,69,3/19/2016,Home,DEN,L,93,101,35,0.422,0.281,22,38,0.437,0.5,51
7033,CHO,70,3/21/2016,Home,SAS,W,91,88,35,0.402,0.421,18,37,0.43,0.235,47
7145,CHO,71,3/22/2016,Away,BRK,W,105,100,39,0.476,0.357,21,34,0.459,0.444,44
7235,CHO,72,3/25/2016,Away,DET,L,105,112,37,0.398,0.467,24,42,0.462,0.267,62
7333,CHO,73,3/26/2016,Away,MIL,W,115,91,41,0.554,0.552,30,37,0.44,0.267,37
7433,CHO,74,3/29/2016,Away,PHI,W,100,85,38,0.437,0.28,26,30,0.313,0.364,45
7533,CHO,75,4/1/2016,Home,PHI,W,100,91,36,0.429,0.259,23,33,0.367,0.256,48
7633,CHO,76,4/3/2016,Away,CLE,L,103,112,34,0.447,0.346,23,45,0.542,0.552,46
7733,CHO,77,4/5/2016,Away,TOR,L,90,96,32,0.364,0.314,20,34,0.436,0.261,47
7833,CHO,78,4/6/2016,Away,NYK,W,111,97,42,0.467,0.462,19,37,0.474,0.385,43
7933,CHO,79,4/8/2016,Home,BRK,W,113,99,41,0.494,0.378,26,39,0.424,0.4,45
8033,CHO,80,4/10/2016,Away,WAS,L,98,113,28,0.346,0.364,21,42,0.525,0.429,48
8134,CHO,81,4/11/2016,Away,BOS,W,114,100,41,0.506,0.438,23,34,0.382,0.333,46
8233,CHO,82,4/13/2016,Home,ORL,W,117,103,47,0.547,0.379,32,42,0.462,0.296,39
1146,CHI,1,10/27/2015,Home,CLE,W,97,95,37,0.425,0.368,13,38,0.404,0.31,50
2146,CHI,2,10/28/2015,Away,BRK,W,115,100,42,0.538,0.5,20,39,0.419,0,45
3146,CHI,3,10/30/2015,Away,DET,L,94,98,34,0.405,0.318,18,39,0.375,0.214,61
4146,CHI,4,11/1/2015,Home,ORL,W,92,87,33,0.379,0.25,23,35,0.389,0.304,43
5146,CHI,5,11/3/2015,Away,CHO,L,105,130,44,0.489,0.467,26,47,0.516,0.609,52
6146,CHI,6,11/5/2015,Home,OKC,W,104,98,40,0.444,0.389,20,38,0.452,0.385,44
7146,CHI,7,11/7/2015,Home,MIN,L,93,102,33,0.355,0.344,20,39,0.406,0.438,58
853,CHI,8,11/9/2015,Away,PHI,W,111,88,41,0.427,0.4,28,35,0.35,0.2,52
934,CHI,9,11/13/2015,Home,CHO,W,102,97,37,0.44,0.25,27,36,0.379,0.455,45
1034,CHI,10,11/16/2015,Home,IND,W,96,95,35,0.407,0.4,26,35,0.402,0.429,50
1147,CHI,11,11/18/2015,Away,PHO,W,103,97,41,0.494,0.474,24,37,0.407,0.296,43
1236,CHI,12,11/20/2015,Away,GSW,L,94,106,35,0.398,0.318,22,39,0.494,0.345,49
1334,CHI,13,11/24/2015,Away,POR,W,93,88,33,0.384,0.389,19,31,0.352,0.273,55
1434,CHI,14,11/27/2015,Away,IND,L,92,104,32,0.348,0.423,21,37,0.425,0.286,51
1534,CHI,15,11/30/2015,Home,SAS,W,92,89,37,0.43,0.375,25,37,0.411,0.143,47
1634,CHI,16,12/2/2015,Home,DEN,W,99,90,36,0.404,0.353,22,36,0.387,0.333,49
1734,CHI,17,12/5/2015,Home,CHO,L,96,102,37,0.416,0.36,29,37,0.416,0.294,50
1834,CHI,18,12/7/2015,Home,PHO,L,101,103,41,0.456,0.286,28,41,0.446,0.412,40
1934,CHI,19,12/9/2015,Away,BOS,L,100,105,39,0.429,0.286,22,38,0.413,0.217,45
2034,CHI,20,12/10/2015,Home,LAC,W,83,80,31,0.356,0.304,20,30,0.341,0.455,52
2147,CHI,21,12/12/2015,Home,NOP,W,98,94,33,0.423,0.4,17,40,0.449,0.375,41
2236,CHI,22,12/14/2015,Home,PHI,W,115,96,43,0.506,0.364,28,38,0.413,0.355,36
2334,CHI,23,12/16/2015,Home,MEM,W,98,85,38,0.442,0.375,22,32,0.421,0.263,41
2434,CHI,24,12/18/2015,Home,DET,L,144,147,50,0.417,0.227,21,56,0.452,0.276,64
2534,CHI,25,12/19/2015,Away,NYK,L,91,107,37,0.394,0.238,17,41,0.5,0.25,43
2634,CHI,26,12/21/2015,Home,BRK,L,102,105,43,0.453,0.346,32,43,0.457,0.35,51
2734,CHI,27,12/25/2015,Away,OKC,W,105,96,40,0.435,0.389,22,37,0.385,0.25,48
2834,CHI,28,12/26/2015,Away,DAL,L,111,118,42,0.538,0.381,20,40,0.46,0.485,42
2934,CHI,29,12/28/2015,Home,TOR,W,104,97,40,0.46,0.381,23,38,0.432,0.3,46
3034,CHI,30,12/30/2015,Home,IND,W,102,100,37,0.43,0.333,15,37,0.381,0.318,46
3147,CHI,31,1/1/2016,Home,NYK,W,108,81,39,0.459,0.625,27,31,0.369,0.316,42
3236,CHI,32,1/3/2016,Away,TOR,W,115,113,42,0.512,0.429,23,42,0.457,0.419,37
3334,CHI,33,1/5/2016,Home,MIL,W,117,106,46,0.554,0.263,27,46,0.451,0.375,43
3434,CHI,34,1/7/2016,Home,BOS,W,101,92,39,0.415,0.409,23,35,0.357,0.2,51
3534,CHI,35,1/9/2016,Away,ATL,L,105,120,36,0.434,0.389,16,49,0.521,0.417,40
3634,CHI,36,1/11/2016,Home,WAS,L,100,114,34,0.42,0.409,18,48,0.485,0.375,43
3734,CHI,37,1/12/2016,Away,MIL,L,101,106,35,0.412,0.414,22,43,0.462,0.231,40
3834,CHI,38,1/14/2016,Away,PHI,W,115,111,41,0.466,0.412,17,42,0.452,0.444,34
3934,CHI,39,1/15/2016,Home,DAL,L,77,83,31,0.36,0.105,16,30,0.39,0.364,43
4034,CHI,40,1/18/2016,Away,DET,W,111,101,44,0.524,0.429,28,42,0.442,0.192,50
4147,CHI,41,1/20/2016,Home,GSW,L,94,125,37,0.37,0.05,14,50,0.526,0.375,55
4236,CHI,42,1/22/2016,Away,BOS,L,101,110,38,0.427,0.231,11,43,0.448,0.348,46
4334,CHI,43,1/23/2016,Away,CLE,W,96,83,38,0.437,0.412,21,35,0.372,0.167,48
4434,CHI,44,1/25/2016,Home,MIA,L,84,89,35,0.398,0.278,18,37,0.457,0.214,46
4534,CHI,45,1/28/2016,Away,LAL,W,114,91,47,0.495,0.353,29,32,0.376,0.36,41
4634,CHI,46,1/31/2016,Away,LAC,L,93,120,40,0.43,0.333,19,45,0.536,0.531,46
4734,CHI,47,2/1/2016,Away,UTA,L,96,105,39,0.433,0.238,19,38,0.447,0.389,50
4834,CHI,48,2/3/2016,Away,SAC,W,107,102,40,0.455,0.524,26,42,0.477,0.3,45
4934,CHI,49,2/5/2016,Away,DEN,L,110,115,43,0.462,0.417,21,39,0.448,0.333,48
5034,CHI,50,2/6/2016,Away,MIN,L,105,112,40,0.471,0.4,27,45,0.517,0.083,45
5147,CHI,51,2/8/2016,Away,CHO,L,91,108,35,0.389,0.4,25,35,0.438,0.389,56
5236,CHI,52,2/10/2016,Home,ATL,L,90,113,38,0.442,0.357,21,43,0.478,0.394,46
5334,CHI,53,2/18/2016,Away,CLE,L,95,106,37,0.398,0.381,12,42,0.462,0.292,52
5434,CHI,54,2/19/2016,Home,TOR,W,116,106,48,0.516,0.438,32,38,0.432,0.278,45
5534,CHI,55,2/21/2016,Home,LAL,W,126,115,44,0.557,0.684,30,43,0.462,0.333,44
5634,CHI,56,2/24/2016,Home,WAS,W,109,104,44,0.5,0.348,26,38,0.422,0.321,42
5734,CHI,57,2/26/2016,Away,ATL,L,88,103,32,0.364,0.25,19,37,0.416,0.206,48
5834,CHI,58,2/27/2016,Home,POR,L,95,103,39,0.415,0.318,33,38,0.437,0.238,47
5934,CHI,59,3/1/2016,Away,MIA,L,111,129,41,0.456,0.478,20,52,0.675,0.5,38
6034,CHI,60,3/2/2016,Away,ORL,L,89,102,38,0.384,0.316,24,39,0.402,0.333,59
6147,CHI,61,3/5/2016,Home,HOU,W,108,100,36,0.456,0.429,28,35,0.402,0.257,40
6236,CHI,62,3/7/2016,Home,MIL,W,100,90,39,0.5,0.4,35,36,0.396,0.389,48
6334,CHI,63,3/10/2016,Away,SAS,L,101,109,39,0.453,0.5,23,44,0.473,0.353,40
6434,CHI,64,3/11/2016,Home,MIA,L,96,118,38,0.469,0.381,27,47,0.516,0.556,43
6534,CHI,65,3/14/2016,Away,TOR,W,109,107,41,0.494,0.36,23,37,0.446,0.3,42
6634,CHI,66,3/16/2016,Away,WAS,L,96,117,35,0.402,0.3,20,43,0.489,0.619,47
6734,CHI,67,3/17/2016,Home,BRK,W,118,102,46,0.489,0.458,26,40,0.465,0.286,39
6834,CHI,68,3/19/2016,Home,UTA,W,92,85,39,0.488,0.316,24,35,0.407,0.296,40
6934,CHI,69,3/21/2016,Home,SAC,W,109,102,41,0.451,0.5,28,40,0.455,0.31,50
7034,CHI,70,3/23/2016,Home,NYK,L,107,115,38,0.463,0.469,29,45,0.517,0.56,53
7147,CHI,71,3/24/2016,Away,NYK,L,94,106,37,0.416,0.24,15,39,0.513,0.433,45
7236,CHI,72,3/26/2016,Away,ORL,L,89,111,36,0.409,0.25,20,48,0.539,0.368,50
7334,CHI,73,3/28/2016,Home,ATL,L,100,102,40,0.377,0.409,22,36,0.424,0.227,48
7434,CHI,74,3/29/2016,Away,IND,W,98,96,37,0.425,0.385,22,39,0.433,0.158,44
7534,CHI,75,3/31/2016,Away,HOU,W,103,100,37,0.481,0.458,28,36,0.4,0.36,45
7634,CHI,76,4/2/2016,Home,DET,L,90,94,34,0.386,0.36,21,32,0.421,0.5,45
7734,CHI,77,4/3/2016,Away,MIL,W,102,98,39,0.527,0.269,30,40,0.471,0.286,44
7834,CHI,78,4/5/2016,Away,MEM,L,92,108,34,0.442,0.379,22,39,0.448,0.368,42
7934,CHI,79,4/7/2016,Away,MIA,L,98,106,35,0.449,0.214,18,44,0.478,0.286,47
8034,CHI,80,4/9/2016,Home,CLE,W,105,102,40,0.449,0.333,19,36,0.434,0.475,42
8135,CHI,81,4/11/2016,Away,NOP,W,121,116,44,0.571,0.435,29,41,0.513,0.462,33
8234,CHI,82,4/13/2016,Home,PHI,W,115,105,39,0.47,0.625,27,37,0.457,0.486,31
1148,CLE,1,10/27/2015,Away,CHI,L,95,97,38,0.404,0.31,26,37,0.425,0.368,47
2148,CLE,2,10/28/2015,Away,MEM,W,106,76,41,0.488,0.448,29,29,0.354,0.125,40
3148,CLE,3,10/30/2015,Home,MIA,W,102,92,39,0.453,0.24,25,33,0.429,0.286,38
4148,CLE,4,11/2/2015,Away,PHI,W,107,100,42,0.519,0.364,28,38,0.447,0.292,37
5148,CLE,5,11/4/2015,Home,NYK,W,96,86,33,0.398,0.259,21,33,0.393,0.333,40
6148,CLE,6,11/6/2015,Home,PHI,W,108,102,45,0.511,0.385,29,41,0.519,0.435,38
7148,CLE,7,11/8/2015,Home,IND,W,101,97,38,0.458,0.333,25,39,0.433,0.333,47
854,CLE,8,11/10/2015,Home,UTA,W,118,114,37,0.5,0.458,24,40,0.488,0.455,37
935,CLE,9,11/13/2015,Away,NYK,W,90,84,33,0.423,0.214,12,29,0.367,0.333,46
1035,CLE,10,11/14/2015,Away,MIL,L,105,108,37,0.407,0.368,21,43,0.422,0.375,51
1149,CLE,11,11/17/2015,Away,DET,L,99,104,38,0.475,0.333,21,36,0.429,0.333,48
1237,CLE,12,11/19/2015,Home,MIL,W,115,100,40,0.563,0.458,29,38,0.521,0.375,22
1335,CLE,13,11/21/2015,Home,ATL,W,109,97,41,0.482,0.379,27,32,0.372,0.393,38
1435,CLE,14,11/23/2015,Home,ORL,W,117,103,43,0.531,0.514,34,40,0.494,0.455,39
1535,CLE,15,11/25/2015,Away,TOR,L,99,103,36,0.439,0.483,22,40,0.506,0.44,40
1635,CLE,16,11/27/2015,Away,CHO,W,95,90,34,0.42,0.32,17,33,0.413,0.2,38
1735,CLE,17,11/28/2015,Home,BRK,W,90,88,35,0.402,0.333,20,33,0.407,0.235,46
1835,CLE,18,12/1/2015,Home,WAS,L,85,97,28,0.337,0.3,15,39,0.47,0.25,39
1935,CLE,19,12/4/2015,Away,NOP,L,108,114,39,0.438,0.303,18,42,0.494,0.36,46
2035,CLE,20,12/5/2015,Away,MIA,L,84,99,31,0.365,0.214,14,37,0.544,0.438,41
2149,CLE,21,12/8/2015,Home,POR,W,105,100,40,0.506,0.429,18,40,0.506,0.423,36
2237,CLE,22,12/11/2015,Away,ORL,W,111,76,41,0.569,0.524,28,28,0.389,0.273,30
2335,CLE,23,12/15/2015,Away,BOS,W,89,77,36,0.462,0.348,17,28,0.322,0.281,41
2435,CLE,24,12/17/2015,Home,OKC,W,104,100,41,0.466,0.414,29,35,0.473,0.3,36
2535,CLE,25,12/20/2015,Home,PHI,W,108,86,40,0.471,0.44,25,30,0.349,0.208,49
2635,CLE,26,12/23/2015,Home,NYK,W,91,84,32,0.386,0.227,23,32,0.39,0.313,44
2735,CLE,27,12/25/2015,Away,GSW,L,83,89,30,0.316,0.167,12,32,0.41,0.278,49
2835,CLE,28,12/26/2015,Away,POR,L,76,105,28,0.364,0.355,21,41,0.461,0.409,49
2935,CLE,29,12/28/2015,Away,PHO,W,101,97,33,0.465,0.415,21,36,0.456,0.44,44
3035,CLE,30,12/29/2015,Away,DEN,W,93,87,38,0.442,0.182,17,37,0.416,0.208,52
3149,CLE,31,1/2/2016,Home,ORL,W,104,79,34,0.415,0.324,24,29,0.382,0.24,45
3237,CLE,32,1/4/2016,Home,TOR,W,122,100,41,0.554,0.515,25,36,0.493,0.421,26
3335,CLE,33,1/6/2016,Away,WAS,W,121,115,48,0.539,0.414,16,42,0.553,0.583,33
3435,CLE,34,1/8/2016,Away,MIN,W,125,99,43,0.531,0.481,23,36,0.456,0.438,33
3535,CLE,35,1/10/2016,Away,PHI,W,95,85,35,0.389,0.281,20,35,0.455,0.333,48
3635,CLE,36,1/12/2016,Away,DAL,W,110,107,40,0.412,0.386,28,39,0.494,0.393,44
3735,CLE,37,1/14/2016,Away,SAS,L,95,99,38,0.463,0.385,15,38,0.458,0.294,45
3835,CLE,38,1/15/2016,Away,HOU,W,91,77,34,0.391,0.229,19,26,0.351,0.24,40
3935,CLE,39,1/18/2016,Home,GSW,L,98,132,37,0.481,0.368,22,46,0.541,0.475,37
4035,CLE,40,1/20/2016,Away,BRK,W,91,78,36,0.468,0.294,15,35,0.417,0.211,39
4149,CLE,41,1/21/2016,Home,LAC,W,115,102,42,0.506,0.464,29,36,0.45,0.24,35
4237,CLE,42,1/23/2016,Home,CHI,L,83,96,35,0.372,0.167,17,38,0.437,0.412,53
4335,CLE,43,1/25/2016,Home,MIN,W,114,107,45,0.506,0.355,30,41,0.488,0.25,38
4435,CLE,44,1/27/2016,Home,PHO,W,115,93,45,0.556,0.393,34,33,0.471,0.4,34
4535,CLE,45,1/29/2016,Away,DET,W,114,106,39,0.47,0.391,20,40,0.476,0.304,39
4635,CLE,46,1/30/2016,Home,SAS,W,117,103,45,0.549,0.391,24,40,0.494,0.333,32
4735,CLE,47,2/1/2016,Away,IND,W,111,106,44,0.5,0.318,22,43,0.426,0.296,44
4835,CLE,48,2/3/2016,Away,CHO,L,97,106,38,0.458,0.357,16,39,0.494,0.333,49
4935,CLE,49,2/5/2016,Home,BOS,L,103,104,37,0.425,0.267,21,38,0.432,0.35,49
5035,CLE,50,2/6/2016,Home,NOP,W,99,84,39,0.433,0.341,21,34,0.391,0.217,42
5149,CLE,51,2/8/2016,Home,SAC,W,120,100,45,0.479,0.457,27,36,0.439,0.391,44
5237,CLE,52,2/10/2016,Home,LAL,W,120,111,48,0.511,0.419,26,38,0.442,0.464,44
5335,CLE,53,2/18/2016,Home,CHI,W,106,95,42,0.462,0.292,21,37,0.398,0.381,49
5435,CLE,54,2/21/2016,Away,OKC,W,115,92,41,0.513,0.435,25,37,0.411,0.238,39
5535,CLE,55,2/22/2016,Home,DET,L,88,96,34,0.43,0.308,19,37,0.463,0.32,43
5635,CLE,56,2/24/2016,Home,CHO,W,114,103,45,0.495,0.406,26,37,0.487,0.345,43
5735,CLE,57,2/26/2016,Away,TOR,L,97,99,35,0.473,0.5,21,37,0.507,0.353,34
5835,CLE,58,2/28/2016,Away,WAS,L,99,113,32,0.4,0.31,20,39,0.494,0.355,45
5935,CLE,59,2/29/2016,Home,IND,W,100,96,35,0.422,0.31,22,37,0.463,0.444,36
6035,CLE,60,3/4/2016,Home,WAS,W,108,83,42,0.467,0.444,24,32,0.395,0.15,47
6149,CLE,61,3/5/2016,Home,BOS,W,120,103,42,0.512,0.333,27,37,0.463,0.435,37
6237,CLE,62,3/7/2016,Home,MEM,L,103,106,36,0.45,0.241,23,41,0.477,0.3,35
6335,CLE,63,3/9/2016,Away,SAC,W,120,111,39,0.433,0.295,17,40,0.476,0.364,38
6435,CLE,64,3/10/2016,Away,LAL,W,120,108,45,0.529,0.457,22,42,0.525,0.318,34
6535,CLE,65,3/13/2016,Away,LAC,W,114,90,41,0.488,0.486,23,32,0.405,0.313,34
6635,CLE,66,3/14/2016,Away,UTA,L,85,94,35,0.398,0.233,18,35,0.493,0.444,40
6735,CLE,67,3/16/2016,Home,DAL,W,99,98,39,0.443,0.27,21,37,0.468,0.318,32
6835,CLE,68,3/18/2016,Away,ORL,W,109,103,38,0.5,0.464,23,37,0.451,0.5,36
6935,CLE,69,3/19/2016,Away,MIA,L,101,122,40,0.526,0.417,19,46,0.548,0.579,42
7035,CLE,70,3/21/2016,Home,DEN,W,124,91,48,0.558,0.484,38,32,0.395,0.364,35
7149,CLE,71,3/23/2016,Home,MIL,W,113,104,40,0.482,0.294,29,43,0.538,0.438,31
7237,CLE,72,3/24/2016,Away,BRK,L,95,104,39,0.438,0.263,22,41,0.461,0.364,46
7335,CLE,73,3/26/2016,Away,NYK,W,107,93,37,0.446,0.412,21,33,0.418,0.348,41
7435,CLE,74,3/29/2016,Home,HOU,L,100,106,31,0.36,0.35,21,38,0.481,0.36,55
7535,CLE,75,3/31/2016,Home,BRK,W,107,87,38,0.437,0.316,29,35,0.372,0.19,55
7635,CLE,76,4/1/2016,Away,ATL,W,110,108,39,0.398,0.316,27,38,0.4,0.3,48
7735,CLE,77,4/3/2016,Home,CHO,W,112,103,45,0.542,0.552,34,34,0.447,0.346,35
7835,CLE,78,4/5/2016,Away,MIL,W,109,80,41,0.547,0.5,30,35,0.398,0.25,41
7935,CLE,79,4/6/2016,Away,IND,L,109,123,35,0.473,0.276,15,45,0.563,0.516,38
8035,CLE,80,4/9/2016,Away,CHI,L,102,105,36,0.434,0.475,24,40,0.449,0.333,45
8136,CLE,81,4/11/2016,Home,ATL,W,109,94,40,0.482,0.379,17,39,0.448,0.267,42
8235,CLE,82,4/13/2016,Home,DET,L,110,112,46,0.474,0.389,21,37,0.435,0.485,47
1150,DAL,1,10/28/2015,Away,PHO,W,111,95,40,0.471,0.476,24,34,0.391,0.25,53
2150,DAL,2,10/29/2015,Away,LAC,L,88,104,35,0.361,0.2,22,38,0.437,0.258,53
3150,DAL,3,11/1/2015,Away,LAL,W,103,93,40,0.46,0.367,28,31,0.365,0.294,42
4150,DAL,4,11/3/2015,Home,TOR,L,91,102,33,0.384,0.304,20,37,0.451,0.294,47
5150,DAL,5,11/5/2015,Home,CHO,L,94,108,32,0.39,0.207,17,44,0.494,0.222,48
6150,DAL,6,11/7/2015,Home,NOP,W,107,98,40,0.476,0.375,20,39,0.453,0.321,42
7150,DAL,7,11/10/2015,Away,NOP,L,105,120,39,0.443,0.25,20,46,0.5,0.424,48
855,DAL,8,11/11/2015,Home,LAC,W,118,108,42,0.553,0.458,23,37,0.43,0.444,41
936,DAL,9,11/13/2015,Home,LAL,W,90,82,30,0.366,0.259,19,29,0.33,0.333,57
1036,DAL,10,11/14/2015,Away,HOU,W,110,98,43,0.483,0.286,24,32,0.381,0.265,43
1151,DAL,11,11/16/2015,Away,PHI,W,92,86,30,0.395,0.292,16,34,0.447,0.227,46
1238,DAL,12,11/18/2015,Away,BOS,W,106,102,37,0.514,0.35,22,38,0.413,0.308,43
1336,DAL,13,11/20/2015,Home,UTA,W,102,93,39,0.47,0.286,24,35,0.438,0.3,48
1436,DAL,14,11/22/2015,Away,OKC,L,114,117,44,0.53,0.526,26,47,0.522,0.409,41
1536,DAL,15,11/24/2015,Away,MEM,L,96,110,30,0.39,0.324,22,37,0.43,0.333,42
