ID,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoals_pct,X3PointShots_pct,Assists,OppFieldGoals,OppFieldGoals_pct,Opp3PointShots_pct,OppTotalRebounds
1,ATL,1,10/29/2014,Away,TOR,L,102,109,40,0.5,0.591,26,37,0.411,0.308,48
2,ATL,2,11/1/2014,Home,IND,W,102,92,35,0.507,0.35,26,31,0.383,0.375,44
3,ATL,3,11/5/2014,Away,SAS,L,92,94,38,0.413,0.32,26,31,0.449,0.294,50
4,ATL,4,11/7/2014,Away,CHO,L,119,122,43,0.462,0.394,28,48,0.495,0.286,51
5,ATL,5,11/8/2014,Home,NYK,W,103,96,33,0.407,0.409,18,40,0.476,0.381,44
6,ATL,6,11/10/2014,Away,NYK,W,91,85,27,0.38,0.37,20,36,0.434,0.231,40
7,ATL,7,11/12/2014,Home,UTA,W,100,97,39,0.513,0.45,23,43,0.5,0.217,30
8,ATL,8,11/14/2014,Home,MIA,W,114,103,42,0.56,0.393,33,35,0.473,0.476,32
9,ATL,9,11/15/2014,Away,CLE,L,94,127,40,0.444,0.136,26,49,0.544,0.613,47
10,ATL,10,11/18/2014,Home,LAL,L,109,114,41,0.482,0.333,22,47,0.54,0.353,44
11,ATL,11,11/21/2014,Home,DET,W,99,89,38,0.475,0.208,20,31,0.373,0.19,45
12,ATL,12,11/25/2014,Away,WAS,W,106,102,36,0.424,0.28,17,36,0.429,0.45,47
13,ATL,13,11/26/2014,Home,TOR,L,115,126,42,0.512,0.417,31,42,0.512,0.483,36
14,ATL,14,11/28/2014,Home,NOP,W,100,91,38,0.5,0.294,26,36,0.404,0.292,42
15,ATL,15,11/29/2014,Home,CHO,W,105,75,40,0.533,0.522,31,29,0.33,0.217,38
16,ATL,16,12/2/2014,Home,BOS,W,109,105,43,0.524,0.458,36,41,0.488,0.522,42
17,ATL,17,12/3/2014,Away,MIA,W,112,102,40,0.541,0.48,25,36,0.563,0.375,30
18,ATL,18,12/5/2014,Away,BRK,W,98,75,35,0.432,0.382,22,30,0.375,0.167,51
19,ATL,19,12/7/2014,Home,DEN,W,96,84,36,0.414,0.37,26,34,0.366,0.171,52
20,ATL,20,12/8/2014,Away,IND,W,108,92,40,0.519,0.429,27,37,0.44,0.333,42
21,ATL,21,12/10/2014,Home,PHI,W,95,79,38,0.418,0.333,26,30,0.417,0.24,39
22,ATL,22,12/12/2014,Home,ORL,W,87,81,29,0.372,0.31,24,30,0.39,0.346,46
23,ATL,23,12/13/2014,Away,ORL,L,99,100,35,0.417,0.296,24,37,0.5,0.476,36
24,ATL,24,12/15/2014,Home,CHI,W,93,86,36,0.434,0.333,26,35,0.376,0.207,57
25,ATL,25,12/17/2014,Away,CLE,W,127,98,49,0.645,0.571,36,37,0.451,0.267,33
26,ATL,26,12/20/2014,Away,HOU,W,104,97,38,0.514,0.385,26,34,0.395,0.349,43
27,ATL,27,12/22/2014,Away,DAL,W,105,102,40,0.494,0.368,26,39,0.433,0.393,47
28,ATL,28,12/23/2014,Home,LAC,W,107,104,34,0.447,0.522,28,37,0.402,0.379,51
29,ATL,29,12/26/2014,Home,MIL,L,77,107,31,0.408,0.174,20,40,0.506,0.421,40
30,ATL,30,12/27/2014,Away,MIL,W,90,85,33,0.367,0.31,25,31,0.388,0.4,47
31,ATL,31,12/30/2014,Home,CLE,W,109,101,40,0.506,0.345,23,37,0.44,0.419,42
32,ATL,32,1/2/2015,Away,UTA,W,98,92,33,0.407,0.261,24,32,0.372,0.323,47
33,ATL,33,1/3/2015,Away,POR,W,115,107,43,0.512,0.353,17,42,0.452,0.394,44
34,ATL,34,1/5/2015,Away,LAC,W,107,98,36,0.444,0.481,25,33,0.446,0.28,45
35,ATL,35,1/7/2015,Home,MEM,W,96,86,32,0.444,0.52,21,35,0.443,0.294,39
36,ATL,36,1/9/2015,Away,DET,W,106,103,40,0.488,0.435,27,38,0.396,0.302,46
37,ATL,37,1/11/2015,Home,WAS,W,120,89,42,0.472,0.516,34,36,0.474,0.25,39
38,ATL,38,1/13/2015,Away,PHI,W,105,87,42,0.483,0.522,34,31,0.408,0.36,35
39,ATL,39,1/14/2015,Away,BOS,W,105,91,36,0.493,0.345,23,34,0.41,0.333,40
40,ATL,40,1/16/2015,Away,TOR,W,110,89,42,0.609,0.522,30,35,0.427,0.24,35
41,ATL,41,1/17/2015,Away,CHI,W,107,99,40,0.476,0.423,31,37,0.463,0.346,43
42,ATL,42,1/19/2015,Home,DET,W,93,82,37,0.44,0.3,31,29,0.354,0.257,61
43,ATL,43,1/21/2015,Home,IND,W,110,91,39,0.5,0.448,30,31,0.397,0.2,42
44,ATL,44,1/23/2015,Home,OKC,W,103,93,40,0.482,0.4,27,36,0.414,0.385,36
45,ATL,45,1/25/2015,Home,MIN,W,112,100,45,0.563,0.357,30,37,0.521,0.375,37
46,ATL,46,1/28/2015,Home,BRK,W,113,102,38,0.463,0.364,29,39,0.448,0.375,35
47,ATL,47,1/30/2015,Home,POR,W,105,99,40,0.476,0.478,26,39,0.448,0.367,46
48,ATL,48,1/31/2015,Home,PHI,W,91,85,34,0.436,0.357,20,31,0.383,0.4,44
49,ATL,49,2/2/2015,Away,NOP,L,100,115,40,0.449,0.318,19,43,0.5,0.391,52
50,ATL,50,2/4/2015,Home,WAS,W,105,96,38,0.475,0.44,24,34,0.442,0.25,41
51,ATL,51,2/6/2015,Home,GSW,W,124,116,38,0.494,0.556,28,47,0.456,0.364,51
52,ATL,52,2/8/2015,Away,MEM,L,88,94,33,0.413,0.4,17,36,0.391,0.231,55
53,ATL,53,2/9/2015,Away,MIN,W,117,105,44,0.512,0.476,26,42,0.452,0.313,50
54,ATL,54,2/11/2015,Away,BOS,L,88,89,33,0.423,0.241,23,30,0.323,0.323,56
55,ATL,55,2/20/2015,Home,TOR,L,80,105,29,0.33,0.211,19,43,0.448,0.433,52
56,ATL,56,2/22/2015,Away,MIL,W,97,86,35,0.402,0.3,23,32,0.444,0.25,38
57,ATL,57,2/25/2015,Home,DAL,W,104,87,39,0.459,0.371,28,34,0.425,0.161,44
58,ATL,58,2/27/2015,Home,ORL,W,95,88,36,0.444,0.452,27,36,0.45,0.346,40
59,ATL,59,2/28/2015,Away,MIA,W,93,91,34,0.43,0.4,23,32,0.395,0.269,47
60,ATL,60,3/3/2015,Home,HOU,W,104,96,39,0.453,0.276,23,39,0.433,0.341,41
61,ATL,61,3/6/2015,Home,CLE,W,106,97,43,0.512,0.286,27,29,0.42,0.342,37
62,ATL,62,3/7/2015,Away,PHI,L,84,92,30,0.39,0.44,20,35,0.368,0.351,55
63,ATL,63,3/9/2015,Home,SAC,W,130,105,53,0.602,0.556,42,39,0.481,0.4,40
64,ATL,64,3/11/2015,Away,DEN,L,102,115,34,0.42,0.333,18,42,0.5,0.419,44
65,ATL,65,3/13/2015,Away,PHO,W,96,87,39,0.47,0.444,22,32,0.41,0.385,45
66,ATL,66,3/15/2015,Away,LAL,W,91,86,34,0.447,0.217,25,34,0.4,0.389,54
67,ATL,67,3/16/2015,Away,SAC,W,110,103,38,0.452,0.387,25,38,0.469,0.35,45
68,ATL,68,3/18/2015,Away,GSW,L,95,114,31,0.356,0.364,24,44,0.524,0.467,44
69,ATL,69,3/20/2015,Away,OKC,L,115,123,41,0.5,0.448,20,43,0.512,0.433,44
70,ATL,70,3/22/2015,Home,SAS,L,95,114,38,0.475,0.5,25,46,0.561,0.412,43
71,ATL,71,3/25/2015,Away,ORL,W,95,83,39,0.433,0.323,21,32,0.41,0.188,42
72,ATL,72,3/27/2015,Home,MIA,W,99,86,37,0.514,0.333,31,32,0.39,0.314,41
73,ATL,73,3/28/2015,Away,CHO,L,100,115,37,0.43,0.5,32,42,0.525,0.462,42
74,ATL,74,3/30/2015,Home,MIL,W,101,88,36,0.456,0.31,29,34,0.453,0.235,39
75,ATL,75,3/31/2015,Away,DET,L,95,105,40,0.476,0.32,25,41,0.494,0.379,38
76,ATL,76,4/4/2015,Home,BRK,W,131,99,49,0.598,0.515,40,39,0.488,0.435,39
77,ATL,77,4/7/2015,Home,PHO,W,96,69,41,0.494,0.16,21,26,0.313,0.2,37
78,ATL,78,4/8/2015,Away,BRK,W,114,111,43,0.5,0.393,35,41,0.471,0.269,47
79,ATL,79,4/10/2015,Home,CHO,W,104,80,41,0.5,0.357,31,30,0.361,0.267,46
80,ATL,80,4/12/2015,Away,WAS,L,99,108,36,0.414,0.31,24,39,0.459,0.429,51
81,ATL,81,4/13/2015,Home,NYK,L,108,112,39,0.443,0.344,27,43,0.558,0.52,39
82,ATL,82,4/15/2015,Away,CHI,L,85,91,36,0.391,0.276,15,31,0.403,0.292,50
110,BOS,1,10/29/2014,Home,BRK,W,121,105,49,0.557,0.364,28,39,0.488,0.368,39
210,BOS,2,11/1/2014,Away,HOU,L,90,104,37,0.378,0.04,20,32,0.421,0.353,49
310,BOS,3,11/3/2014,Away,DAL,L,113,118,45,0.441,0.355,29,44,0.537,0.56,36
410,BOS,4,11/5/2014,Home,TOR,L,107,110,40,0.513,0.385,22,42,0.483,0.438,24
510,BOS,5,11/7/2014,Home,IND,W,101,98,39,0.459,0.333,26,40,0.455,0.263,42
610,BOS,6,11/8/2014,Away,CHI,W,106,101,42,0.519,0.368,25,42,0.457,0.444,38
710,BOS,7,11/12/2014,Home,OKC,L,94,109,37,0.446,0.273,28,40,0.488,0.417,41
83,BOS,8,11/14/2014,Home,CLE,L,121,122,48,0.545,0.3,32,43,0.506,0.348,40
91,BOS,9,11/17/2014,Home,PHO,L,114,118,45,0.517,0.4,28,48,0.516,0.429,40
101,BOS,10,11/19/2014,Away,PHI,W,101,90,41,0.494,0.3,32,34,0.395,0.333,44
111,BOS,11,11/21/2014,Away,MEM,L,100,117,38,0.432,0.333,22,48,0.527,0.5,50
121,BOS,12,11/23/2014,Home,POR,L,88,94,37,0.389,0.217,17,37,0.43,0.368,55
131,BOS,13,11/28/2014,Home,CHI,L,102,109,37,0.402,0.273,20,37,0.411,0.294,52
141,BOS,14,11/30/2014,Home,SAS,L,89,111,36,0.414,0.333,21,41,0.482,0.423,45
151,BOS,15,12/2/2014,Away,ATL,L,105,109,41,0.488,0.522,33,43,0.524,0.458,31
161,BOS,16,12/3/2014,Home,DET,W,109,102,37,0.398,0.433,28,37,0.363,0.296,55
171,BOS,17,12/5/2014,Home,LAL,W,113,96,46,0.511,0.4,29,38,0.413,0.375,38
181,BOS,18,12/7/2014,Home,WAS,W,101,93,36,0.409,0.471,20,34,0.366,0.407,52
191,BOS,19,12/8/2014,Away,WAS,L,132,133,47,0.461,0.409,27,49,0.521,0.438,49
201,BOS,20,12/10/2014,Away,CHO,L,87,96,38,0.437,0.217,26,35,0.417,0.214,44
211,BOS,21,12/12/2014,Home,NYK,L,95,101,37,0.435,0.318,28,40,0.494,0.375,40
221,BOS,22,12/15/2014,Away,PHI,W,105,87,38,0.442,0.24,26,33,0.355,0.143,48
231,BOS,23,12/17/2014,Home,ORL,W,109,92,44,0.55,0.368,25,37,0.435,0.263,36
241,BOS,24,12/19/2014,Home,MIN,W,114,98,48,0.565,0.348,29,42,0.452,0.5,37
251,BOS,25,12/21/2014,Away,MIA,L,84,100,33,0.398,0.261,22,37,0.474,0.286,38
261,BOS,26,12/23/2014,Away,ORL,L,95,100,33,0.388,0.304,22,39,0.47,0.389,45
271,BOS,27,12/26/2014,Home,BRK,L,107,109,45,0.517,0.375,32,41,0.494,0.333,43
281,BOS,28,12/27/2014,Away,WAS,L,88,101,32,0.405,0.25,17,45,0.5,0.385,48
291,BOS,29,12/31/2014,Home,SAC,W,106,84,44,0.468,0.238,32,32,0.368,0.133,46
301,BOS,30,1/2/2015,Home,DAL,L,101,119,38,0.427,0.353,22,45,0.469,0.481,52
311,BOS,31,1/3/2015,Away,CHI,L,104,109,45,0.45,0.294,26,37,0.37,0.214,59
321,BOS,32,1/5/2015,Home,CHO,L,95,104,36,0.396,0.389,22,38,0.487,0.316,48
331,BOS,33,1/7/2015,Away,BRK,W,89,81,35,0.398,0.278,22,30,0.405,0.214,50
341,BOS,34,1/9/2015,Away,IND,L,103,107,41,0.398,0.294,25,34,0.37,0.391,56
351,BOS,35,1/10/2015,Away,TOR,L,96,109,39,0.47,0.333,23,41,0.451,0.433,48
361,BOS,36,1/12/2015,Home,NOP,W,108,100,37,0.42,0.333,24,31,0.413,0.4,45
371,BOS,37,1/14/2015,Home,ATL,L,91,105,34,0.41,0.333,22,36,0.493,0.345,35
381,BOS,38,1/16/2015,Home,CHI,L,103,119,42,0.494,0.313,29,48,0.539,0.52,36
391,BOS,39,1/19/2015,Away,LAC,L,93,102,33,0.393,0.414,24,39,0.476,0.429,44
401,BOS,40,1/22/2015,Away,POR,W,90,89,39,0.448,0.368,23,33,0.371,0.321,45
411,BOS,41,1/23/2015,Away,DEN,W,100,99,37,0.493,0.429,20,37,0.416,0.286,48
421,BOS,42,1/25/2015,Away,GSW,L,111,114,41,0.432,0.357,23,42,0.472,0.348,47
431,BOS,43,1/26/2015,Away,UTA,W,99,90,35,0.473,0.421,18,35,0.427,0.375,39
441,BOS,44,1/28/2015,Away,MIN,L,98,110,42,0.462,0.304,22,38,0.494,0.375,45
451,BOS,45,1/30/2015,Home,HOU,L,87,93,32,0.356,0.292,14,35,0.417,0.267,50
461,BOS,46,2/1/2015,Home,MIA,L,75,83,30,0.37,0.211,24,32,0.416,0.19,46
471,BOS,47,2/3/2015,Away,NYK,W,108,97,42,0.545,0.25,23,41,0.494,0.35,35
481,BOS,48,2/4/2015,Home,DEN,W,104,100,40,0.404,0.429,27,33,0.413,0.167,48
491,BOS,49,2/6/2015,Home,PHI,W,107,96,39,0.453,0.37,27,35,0.443,0.44,44
501,BOS,50,2/7/2015,Away,MIL,L,93,96,36,0.419,0.241,20,37,0.493,0.4,40
511,BOS,51,2/11/2015,Home,ATL,W,89,88,30,0.323,0.323,21,33,0.423,0.241,44
521,BOS,52,2/20/2015,Away,SAC,L,101,109,40,0.4,0.273,24,40,0.482,0.364,57
531,BOS,53,2/22/2015,Away,LAL,L,111,118,42,0.429,0.242,27,43,0.512,0.389,46
541,BOS,54,2/23/2015,Away,PHO,W,115,110,39,0.438,0.483,26,44,0.454,0.281,50
551,BOS,55,2/25/2015,Home,NYK,W,115,94,42,0.506,0.452,29,34,0.415,0.095,41
561,BOS,56,2/27/2015,Home,CHO,W,106,98,40,0.417,0.4,24,37,0.451,0.476,48
571,BOS,57,3/1/2015,Home,GSW,L,101,106,40,0.367,0.258,21,40,0.421,0.353,55
581,BOS,58,3/3/2015,Away,CLE,L,79,110,31,0.352,0.25,23,43,0.483,0.357,52
591,BOS,59,3/4/2015,Home,UTA,W,85,84,33,0.375,0.296,21,34,0.453,0.158,51
601,BOS,60,3/6/2015,Away,NOP,W,104,98,36,0.456,0.435,19,38,0.475,0.381,45
611,BOS,61,3/8/2015,Away,ORL,L,98,103,35,0.393,0.441,24,38,0.437,0.318,56
621,BOS,62,3/9/2015,Away,MIA,W,100,90,39,0.448,0.24,17,29,0.42,0.235,32
631,BOS,63,3/11/2015,Home,MEM,W,95,92,37,0.435,0.296,28,37,0.474,0.417,41
641,BOS,64,3/13/2015,Home,ORL,W,95,88,37,0.43,0.385,19,34,0.425,0.3,50
651,BOS,65,3/14/2015,Away,IND,W,93,89,35,0.422,0.286,28,34,0.4,0.375,42
661,BOS,66,3/16/2015,Home,PHI,W,108,89,44,0.5,0.4,27,34,0.405,0.333,40
671,BOS,67,3/18/2015,Away,OKC,L,118,122,44,0.524,0.382,32,42,0.477,0.263,46
681,BOS,68,3/20/2015,Away,SAS,L,89,101,35,0.398,0.25,19,38,0.469,0.217,45
691,BOS,69,3/22/2015,Home,DET,L,97,105,38,0.362,0.296,24,39,0.438,0.346,56
701,BOS,70,3/23/2015,Away,BRK,W,110,91,47,0.511,0.273,25,32,0.36,0.059,48
711,BOS,71,3/25/2015,Home,MIA,L,86,93,28,0.406,0.263,16,34,0.442,0.375,38
721,BOS,72,3/27/2015,Away,NYK,W,96,92,29,0.42,0.2,18,38,0.437,0.292,36
731,BOS,73,3/29/2015,Home,LAC,L,106,119,39,0.419,0.258,29,41,0.488,0.406,53
741,BOS,74,3/30/2015,Away,CHO,W,116,104,45,0.506,0.346,28,40,0.471,0.269,40
751,BOS,75,4/1/2015,Home,IND,W,100,87,39,0.453,0.222,29,34,0.42,0.4,39
761,BOS,76,4/3/2015,Home,MIL,L,101,110,39,0.443,0.333,19,45,0.529,0.375,45
771,BOS,77,4/4/2015,Away,TOR,W,117,116,47,0.485,0.308,26,40,0.482,0.261,46
781,BOS,78,4/8/2015,Away,DET,W,113,103,36,0.45,0.286,20,45,0.536,0.389,41
791,BOS,79,4/10/2015,Away,CLE,W,99,90,38,0.452,0.364,30,32,0.416,0.265,42
801,BOS,80,4/12/2015,Home,CLE,W,117,78,46,0.548,0.417,29,31,0.392,0.136,44
811,BOS,81,4/14/2015,Home,TOR,W,95,93,38,0.384,0.222,24,35,0.438,0.375,43
821,BOS,82,4/15/2015,Away,MIL,W,105,100,42,0.494,0.433,37,41,0.461,0.333,48
112,BRK,1,10/29/2014,Away,BOS,L,105,121,39,0.488,0.368,20,49,0.557,0.364,35
212,BRK,2,11/1/2014,Away,DET,W,102,90,42,0.483,0.269,18,32,0.421,0.059,41
312,BRK,3,11/3/2014,Home,OKC,W,116,85,44,0.524,0.478,25,32,0.39,0.348,44
412,BRK,4,11/5/2014,Home,MIN,L,91,98,36,0.439,0.381,17,37,0.411,0.412,51
512,BRK,5,11/7/2014,Home,NYK,W,110,99,38,0.514,0.583,18,37,0.411,0.421,43
612,BRK,6,11/9/2014,Home,ORL,W,104,96,40,0.482,0.286,23,39,0.52,0.533,31
712,BRK,7,11/12/2014,Away,PHO,L,104,112,35,0.473,0.429,17,39,0.481,0.333,44
84,BRK,8,11/13/2014,Away,GSW,L,99,107,39,0.438,0.188,19,41,0.456,0.324,45
92,BRK,9,11/15/2014,Away,POR,L,87,97,35,0.393,0.053,15,33,0.423,0.423,47
102,BRK,10,11/17/2014,Home,MIA,L,83,95,29,0.414,0.391,18,31,0.431,0.333,41
113,BRK,11,11/19/2014,Home,MIL,L,118,122,44,0.478,0.29,26,48,0.444,0.208,51
122,BRK,12,11/21/2014,Away,OKC,W,94,92,31,0.463,0.333,17,38,0.447,0.2,36
132,BRK,13,11/22/2014,Away,SAS,L,87,99,34,0.374,0.333,24,41,0.519,0.381,48
142,BRK,14,11/26/2014,Away,PHI,W,99,91,35,0.493,0.333,25,34,0.4,0.375,42
152,BRK,15,11/30/2014,Home,CHI,L,84,102,32,0.372,0.143,16,34,0.493,0.292,50
162,BRK,16,12/2/2014,Away,NYK,W,98,93,39,0.438,0.353,22,35,0.432,0.393,40
172,BRK,17,12/3/2014,Home,SAS,W,95,93,37,0.411,0.474,20,36,0.356,0.375,58
182,BRK,18,12/5/2014,Home,ATL,L,75,98,30,0.375,0.167,16,35,0.432,0.382,46
192,BRK,19,12/8/2014,Home,CLE,L,88,110,36,0.444,0.211,25,43,0.478,0.36,55
202,BRK,20,12/10/2014,Away,CHI,L,80,105,29,0.33,0.214,16,37,0.468,0.364,57
213,BRK,21,12/12/2014,Home,PHI,W,88,70,36,0.444,0.25,25,22,0.319,0.393,37
222,BRK,22,12/13/2014,Away,CHO,W,114,87,42,0.583,0.696,29,31,0.392,0.364,34
232,BRK,23,12/16/2014,Home,MIA,L,91,95,30,0.39,0.286,25,33,0.458,0.375,41
242,BRK,24,12/17/2014,Away,TOR,L,89,105,35,0.432,0.333,20,41,0.513,0.5,42
252,BRK,25,12/19/2014,Away,CLE,L,91,95,37,0.474,0.375,23,31,0.403,0.375,44
262,BRK,26,12/21/2014,Home,DET,W,110,105,40,0.526,0.4,29,40,0.44,0.333,50
272,BRK,27,12/23/2014,Home,DEN,W,102,96,43,0.473,0.261,21,36,0.439,0.28,51
282,BRK,28,12/26/2014,Away,BOS,W,109,107,41,0.494,0.333,19,45,0.517,0.375,37
292,BRK,29,12/27/2014,Home,IND,L,85,110,28,0.364,0.28,15,44,0.512,0.5,45
302,BRK,30,12/29/2014,Home,SAC,W,107,99,36,0.45,0.381,20,37,0.487,0.45,44
313,BRK,31,12/30/2014,Away,CHI,W,96,82,36,0.434,0.429,21,33,0.384,0.32,48
322,BRK,32,1/2/2015,Away,ORL,W,100,98,41,0.569,0.35,26,37,0.42,0.5,37
332,BRK,33,1/4/2015,Away,MIA,L,84,88,34,0.395,0.292,18,31,0.463,0.357,42
342,BRK,34,1/5/2015,Home,DAL,L,88,96,33,0.393,0.12,20,37,0.394,0.37,51
352,BRK,35,1/7/2015,Home,BOS,L,81,89,30,0.405,0.214,18,35,0.398,0.278,41
362,BRK,36,1/9/2015,Home,PHI,L,88,90,33,0.452,0.188,21,36,0.456,0.471,38
372,BRK,37,1/10/2015,Away,DET,L,93,98,37,0.42,0.29,25,34,0.425,0.333,44
382,BRK,38,1/12/2015,Home,HOU,L,99,113,39,0.464,0.238,18,41,0.477,0.4,42
392,BRK,39,1/14/2015,Home,MEM,L,92,103,36,0.48,0.385,19,39,0.47,0.176,41
402,BRK,40,1/16/2015,Away,WAS,W,102,80,37,0.457,0.333,18,31,0.425,0.235,37
413,BRK,41,1/17/2015,Home,WAS,L,90,99,36,0.439,0.235,17,40,0.519,0.313,49
422,BRK,42,1/21/2015,Away,SAC,W,103,100,37,0.468,0.25,22,39,0.464,0.278,42
432,BRK,43,1/22/2015,Away,LAC,L,84,123,33,0.375,0.19,17,49,0.59,0.44,48
442,BRK,44,1/24/2015,Away,UTA,L,73,108,29,0.387,0.333,17,42,0.532,0.448,43
452,BRK,45,1/28/2015,Away,ATL,L,102,113,39,0.448,0.375,26,38,0.463,0.364,45
462,BRK,46,1/30/2015,Home,TOR,L,122,127,49,0.485,0.211,19,47,0.511,0.269,45
472,BRK,47,2/2/2015,Home,LAC,W,102,100,41,0.494,0.444,21,42,0.472,0.348,52
482,BRK,48,2/4/2015,Away,TOR,W,109,93,40,0.494,0.474,24,35,0.443,0.303,38
492,BRK,49,2/6/2015,Home,NYK,W,92,88,37,0.5,0.273,23,34,0.382,0.25,40
502,BRK,50,2/7/2015,Away,WAS,L,77,114,26,0.338,0.222,17,44,0.506,0.45,51
513,BRK,51,2/9/2015,Away,MIL,L,97,103,38,0.5,0.36,25,37,0.416,0.389,44
522,BRK,52,2/10/2015,Away,MEM,L,86,95,35,0.432,0.25,14,36,0.444,0.316,45
532,BRK,53,2/20/2015,Away,LAL,W,114,105,42,0.472,0.476,29,41,0.461,0.174,46
542,BRK,54,2/23/2015,Away,DEN,W,110,82,43,0.467,0.19,21,31,0.33,0.259,49
552,BRK,55,2/25/2015,Away,NOP,L,96,102,39,0.424,0.333,13,38,0.514,0.44,43
562,BRK,56,2/27/2015,Away,HOU,L,98,102,38,0.447,0.235,17,39,0.464,0.281,41
572,BRK,57,2/28/2015,Away,DAL,W,104,94,40,0.519,0.435,20,35,0.427,0.321,37
582,BRK,58,3/2/2015,Home,GSW,W,110,108,44,0.494,0.476,20,42,0.467,0.367,50
592,BRK,59,3/4/2015,Home,CHO,L,91,115,35,0.398,0.188,15,42,0.494,0.421,49
602,BRK,60,3/6/2015,Home,PHO,L,100,108,34,0.351,0.364,21,39,0.429,0.115,51
613,BRK,61,3/8/2015,Home,UTA,L,88,95,38,0.5,0.533,21,34,0.472,0.455,43
622,BRK,62,3/10/2015,Home,NOP,L,91,111,35,0.417,0.375,19,45,0.517,0.571,41
632,BRK,63,3/11/2015,Away,MIA,L,98,104,32,0.438,0.353,15,37,0.457,0.286,39
642,BRK,64,3/14/2015,Away,PHI,W,94,87,37,0.44,0.118,20,35,0.372,0.216,48
652,BRK,65,3/16/2015,Away,MIN,W,122,106,52,0.578,0.385,21,41,0.466,0.6,36
662,BRK,66,3/18/2015,Away,CLE,L,92,117,36,0.45,0.25,23,45,0.549,0.517,43
672,BRK,67,3/20/2015,Home,MIL,W,129,127,46,0.43,0.44,31,49,0.38,0.5,81
682,BRK,68,3/21/2015,Away,IND,W,123,111,46,0.613,0.5,21,45,0.5,0.348,39
692,BRK,69,3/23/2015,Home,BOS,L,91,110,32,0.36,0.059,15,47,0.511,0.273,47
702,BRK,70,3/25/2015,Away,CHO,W,91,88,39,0.429,0.214,28,36,0.396,0.25,51
713,BRK,71,3/27/2015,Home,CLE,W,106,98,40,0.465,0.391,21,37,0.457,0.267,40
722,BRK,72,3/29/2015,Home,LAL,W,107,99,42,0.483,0.286,29,42,0.462,0.333,43
732,BRK,73,3/31/2015,Home,IND,W,111,106,40,0.5,0.5,25,37,0.451,0.522,37
742,BRK,74,4/1/2015,Away,NYK,W,100,98,41,0.506,0.563,24,37,0.457,0.478,40
752,BRK,75,4/3/2015,Home,TOR,W,114,109,46,0.523,0.313,21,42,0.512,0.308,40
762,BRK,76,4/4/2015,Away,ATL,L,99,131,39,0.488,0.435,22,49,0.598,0.515,34
772,BRK,77,4/6/2015,Home,POR,W,106,96,41,0.451,0.429,25,39,0.448,0.423,50
782,BRK,78,4/8/2015,Home,ATL,L,111,114,41,0.471,0.269,27,43,0.5,0.393,40
792,BRK,79,4/10/2015,Home,WAS,W,117,80,45,0.506,0.6,29,32,0.39,0.333,50
802,BRK,80,4/12/2015,Away,MIL,L,73,96,27,0.325,0.167,17,41,0.494,0.3,47
812,BRK,81,4/13/2015,Home,CHI,L,86,113,32,0.368,0.25,12,44,0.5,0.4,46
822,BRK,82,4/15/2015,Home,ORL,W,101,88,39,0.488,0.375,25,38,0.481,0.35,42
114,CHO,1,10/29/2014,Home,MIL,W,108,106,41,0.406,0.286,27,39,0.488,0.5,35
214,CHO,2,11/1/2014,Home,MEM,L,69,71,26,0.361,0.286,17,29,0.363,0.273,45
314,CHO,3,11/2/2014,Away,NYK,L,93,96,33,0.471,0.4,20,39,0.5,0.5,35
414,CHO,4,11/4/2014,Away,NOP,L,91,100,37,0.463,0.286,23,38,0.469,0.278,47
514,CHO,5,11/5/2014,Home,MIA,W,96,89,35,0.427,0.278,23,30,0.39,0.182,36
614,CHO,6,11/7/2014,Home,ATL,W,122,119,48,0.495,0.286,31,43,0.462,0.394,38
714,CHO,7,11/9/2014,Away,LAL,L,92,107,35,0.443,0.214,15,42,0.512,0.353,38
85,CHO,8,11/11/2014,Away,POR,L,100,102,35,0.467,0.438,16,40,0.43,0.32,48
93,CHO,9,11/14/2014,Away,PHO,W,103,95,39,0.429,0.438,21,37,0.43,0.276,45
103,CHO,10,11/15/2014,Away,GSW,L,87,112,32,0.381,0.412,14,45,0.517,0.423,51
115,CHO,11,11/17/2014,Home,DAL,L,80,107,32,0.4,0.455,22,43,0.512,0.357,50
123,CHO,12,11/19/2014,Away,IND,L,86,88,37,0.43,0.357,18,35,0.449,0.133,51
133,CHO,13,11/21/2014,Home,ORL,L,100,105,42,0.462,0.35,22,39,0.476,0.25,43
143,CHO,14,11/23/2014,Away,MIA,L,93,94,37,0.468,0.333,18,33,0.5,0.478,36
153,CHO,15,11/24/2014,Home,LAC,L,92,113,31,0.413,0.1,21,45,0.511,0.469,43
163,CHO,16,11/26/2014,Home,POR,L,97,105,41,0.436,0.333,29,39,0.424,0.444,50
173,CHO,17,11/28/2014,Home,GSW,L,101,106,38,0.437,0.316,27,42,0.424,0.269,46
183,CHO,18,11/29/2014,Away,ATL,L,75,105,29,0.33,0.217,20,40,0.533,0.522,44
193,CHO,19,12/3/2014,Home,CHI,L,95,102,36,0.4,0.133,17,37,0.463,0.429,49
203,CHO,20,12/5/2014,Home,NYK,W,103,102,42,0.477,0.222,19,37,0.468,0.455,34
215,CHO,21,12/10/2014,Home,BOS,W,96,87,35,0.417,0.214,18,38,0.437,0.217,45
