Team_Number_Id,TeamPoints,FieldGoals.,X3PointShots.,FreeThrows.,TotalRebounds,Assists,Steals,Blocks
13,129,0.5,0.379,0.909,43,26,5,5
13,127,0.5,0.344,0.824,36,32,9,3
13,128,0.517,0.438,0.75,51,23,5,8
13,122,0.517,0.269,0.742,43,26,12,7
13,92,0.456,0.304,0.684,39,17,6,2
13,128,0.562,0.36,0.792,51,34,14,6
13,123,0.524,0.37,0.833,40,18,12,6
13,116,0.465,0.259,0.654,57,25,5,2
13,116,0.483,0.393,0.633,52,25,6,3
13,113,0.526,0.389,0.857,41,17,9,3
13,112,0.487,0.276,0.732,42,27,4,5
13,96,0.454,0.222,0.5,45,16,3,4
13,113,0.488,0.423,0.783,48,21,10,3
13,109,0.449,0.391,0.741,38,21,8,3
13,109,0.43,0.333,0.808,41,21,4,5
13,127,0.523,0.5,0.759,47,26,12,3
13,104,0.553,0.385,0.714,32,24,4,3
13,117,0.463,0.444,0.778,44,17,7,5
13,105,0.465,0.536,0.556,41,23,8,4
13,111,0.538,0.471,0.68,51,26,7,4
13,96,0.404,0.308,0.571,46,13,5,5
13,104,0.512,0.36,0.786,36,24,6,6
13,113,0.451,0.313,0.791,47,21,8,2
13,95,0.443,0.176,0.786,39,18,7,3
13,115,0.494,0.353,0.676,38,25,6,0
13,100,0.459,0.118,0.421,60,29,6,6
13,100,0.494,0.333,0.429,41,27,8,1
14,96,0.447,0.308,0.69,37,18,12,4
14,96,0.413,0.333,0.6,45,24,5,4
14,94,0.404,0.25,0.75,46,24,7,3
14,132,0.558,0.444,0.8,49,32,13,6
14,99,0.481,0.343,0.619,55,30,12,4
14,93,0.414,0.342,0.571,47,22,15,4
14,107,0.453,0.308,0.722,59,24,4,0
14,114,0.396,0.343,0.839,44,25,11,8
14,90,0.469,0.385,1,30,25,9,1
14,99,0.55,0.321,0.143,47,26,7,6
14,127,0.56,0.385,0.714,39,31,10,3
14,108,0.44,0.269,0.583,51,18,6,2
14,108,0.451,0.208,0.75,48,23,6,3
14,111,0.44,0.32,0.697,44,22,9,4
14,105,0.47,0.2,0.767,43,18,7,1
14,102,0.424,0.385,0.7,56,21,5,6
14,108,0.488,0.433,0.611,40,24,6,7
14,112,0.47,0.423,0.885,56,19,7,7
14,106,0.438,0.323,0.923,51,28,5,7
14,123,0.548,0.471,0.682,37,29,7,0
14,117,0.511,0.455,0.833,37,26,5,3
14,111,0.457,0.226,0.692,46,19,6,4
14,124,0.516,0.394,0.75,62,32,8,6
14,113,0.451,0.447,0.7,44,26,5,6
14,123,0.522,0.455,0.737,59,28,8,6
14,131,0.595,0.552,0.808,36,29,9,5
14,116,0.435,0.441,0.778,46,26,10,4
14,103,0.391,0.297,0.774,47,20,9,7
14,108,0.489,0.333,0.917,39,27,7,3
14,116,0.489,0.4,0.75,44,25,8,6
14,127,0.5,0.382,0.9,51,30,9,4
14,112,0.444,0.375,0.68,52,20,6,3
14,106,0.452,0.316,0.643,35,24,11,8
14,91,0.421,0.474,0.818,49,22,5,4
14,100,0.442,0.242,0.696,47,20,4,3
14,125,0.494,0.436,0.786,40,19,4,3
14,100,0.407,0.342,0.68,44,19,7,2
14,106,0.471,0.261,0.8,47,29,3,7
14,103,0.468,0.273,0.688,49,25,6,5
14,122,0.511,0.296,0.72,56,33,5,3
14,83,0.4,0.219,0.64,47,18,5,6
14,110,0.486,0.5,0.667,39,23,7,5
14,122,0.547,0.542,0.833,44,32,4,3
14,96,0.392,0.333,0.813,53,16,3,2
14,97,0.398,0.2,0.818,44,20,8,4
14,99,0.422,0.278,0.867,47,22,14,4
14,115,0.477,0.436,0.875,49,25,8,6
15,105,0.481,0.308,0.636,38,18,10,2
15,100,0.407,0.333,0.769,46,20,6,9
15,105,0.42,0.263,0.813,50,21,7,5
15,78,0.39,0.292,0.786,36,17,8,5
15,123,0.512,0.455,0.853,48,24,8,8
15,105,0.451,0.357,0.765,44,23,9,3
15,106,0.443,0.294,0.783,49,24,12,5
15,104,0.451,0.429,0.938,44,22,2,1
15,105,0.423,0.385,0.829,32,14,14,2
15,85,0.434,0.111,0.786,41,19,7,4
15,100,0.481,0.296,0.778,43,31,1,9
15,120,0.566,0.5,0.833,38,29,7,9
15,101,0.476,0.462,0.733,41,20,10,1
15,102,0.417,0.258,1,49,22,3,3
15,86,0.358,0.32,0.87,45,17,7,6
15,82,0.43,0.182,0.769,37,23,7,5
15,88,0.42,0.348,0.75,36,18,12,5
15,92,0.39,0.214,0.917,47,21,4,5
15,114,0.512,0.519,0.8,41,29,6,2
15,89,0.393,0.375,0.778,37,22,10,4
15,89,0.438,0.455,0.824,40,16,7,3
15,98,0.436,0.217,0.781,40,27,4,2
15,102,0.379,0.419,0.821,48,23,8,8
15,102,0.44,0.37,0.8,40,26,14,3
15,100,0.409,0.273,0.692,46,24,9,3
15,98,0.525,0.364,0.667,42,26,8,5
15,110,0.488,0.345,0.8,33,24,12,3
15,78,0.373,0.273,0.714,39,16,4,5
15,80,0.357,0.389,0.765,41,19,4,4
15,103,0.472,0.333,0.526,31,27,6,5
15,110,0.437,0.371,0.84,47,27,7,4
15,101,0.407,0.406,0.786,47,21,5,9
15,115,0.523,0.435,0.65,42,21,11,3
15,105,0.404,0.333,0.8,47,25,6,2
15,79,0.385,0.222,0.714,38,13,4,7
15,93,0.417,0.172,0.818,43,20,7,6
15,101,0.476,0.484,0.667,35,25,8,4
15,108,0.488,0.52,0.565,46,23,7,2
15,97,0.481,0.391,0.667,33,24,8,4
15,98,0.455,0.429,0.75,42,20,7,5
15,95,0.398,0.313,0.733,37,19,9,1
15,93,0.44,0.25,0.722,38,20,7,7
15,130,0.578,0.485,0.75,43,36,11,4
15,94,0.412,0.278,0.905,35,20,11,5
15,123,0.484,0.419,0.917,42,22,9,2
16,111,0.512,0.5,0.727,41,29,6,3
16,107,0.404,0.286,0.95,44,24,10,5
16,103,0.482,0.31,0.7,37,21,6,6
16,90,0.402,0.182,0.8,64,18,2,14
16,114,0.531,0.433,0.714,37,25,6,6
16,97,0.461,0.379,0.8,49,23,8,8
16,111,0.476,0.333,0.792,40,35,5,4
16,106,0.463,0.417,0.741,46,28,4,7
16,95,0.417,0.318,0.72,43,22,7,7
16,106,0.494,0.464,0.583,47,28,5,6
16,90,0.476,0.233,0.556,42,18,7,4
16,88,0.378,0.353,0.778,46,19,8,4
16,95,0.447,0.308,0.611,51,25,4,5
16,95,0.453,0.387,0.789,41,23,9,11
16,89,0.434,0.107,0.56,52,17,8,5
16,97,0.391,0.324,0.654,49,20,3,5
16,107,0.484,0.389,0.714,33,30,13,4
16,109,0.43,0.13,0.743,53,21,5,4
16,101,0.443,0.406,0.833,41,23,3,3
16,91,0.364,0.385,0.944,51,16,7,7
16,112,0.488,0.414,0.842,51,24,5,3
16,102,0.455,0.407,0.724,29,23,9,5
16,123,0.463,0.333,0.654,58,26,12,5
16,115,0.461,0.364,0.778,50,27,15,6
16,102,0.439,0.333,0.75,37,19,12,9
16,113,0.484,0.29,0.75,40,23,6,5
16,105,0.451,0.414,0.679,45,19,11,5
16,125,0.511,0.333,0.826,51,33,12,6
16,113,0.447,0.273,0.741,41,26,11,3
16,108,0.472,0.538,0.556,49,26,10,8
16,129,0.591,0.357,0.714,42,27,9,5
16,99,0.429,0.323,0.688,46,24,6,4
16,119,0.414,0.419,0.905,53,26,5,2
16,92,0.383,0.278,0.714,43,23,14,6
16,149,0.549,0.556,0.63,46,36,5,11
16,119,0.556,0.441,0.737,32,31,9,2
16,99,0.391,0.433,0.9,41,22,4,1
16,107,0.477,0.4,0.786,39,32,10,3
16,98,0.474,0.31,0.75,44,24,10,9
16,103,0.451,0.259,0.917,44,20,7,7
16,109,0.453,0.412,0.762,51,19,6,6
16,101,0.451,0.242,0.846,46,22,10,8
16,115,0.447,0.447,0.824,54,23,9,10
16,98,0.398,0.259,0.955,42,20,7,5
16,93,0.46,0.227,0.571,43,21,6,4
16,116,0.434,0.423,0.65,56,26,8,7
17,127,0.473,0.481,0.929,43,27,9,3
17,122,0.587,0.529,0.893,34,33,8,5
17,110,0.532,0.412,0.724,28,26,4,4
17,110,0.488,0.318,0.833,45,20,11,6
17,96,0.459,0.259,0.778,34,18,11,4
17,110,0.549,0.211,0.64,47,20,4,9
17,94,0.424,0.393,0.917,33,21,9,6
17,79,0.316,0.143,0.926,40,9,8,1
17,104,0.469,0.5,0.69,44,21,14,6
17,101,0.434,0.393,0.75,38,23,6,4
17,94,0.402,0.313,0.818,35,20,10,3
17,109,0.535,0.294,0.757,32,20,14,5
17,116,0.518,0.522,0.9,44,28,9,6
17,110,0.532,0.464,0.6,43,28,11,4
17,107,0.475,0.393,0.909,42,26,6,8
17,89,0.376,0.207,0.76,43,19,6,1
17,92,0.434,0.292,0.731,36,18,10,8
17,109,0.519,0.421,0.81,54,19,3,7
17,103,0.451,0.308,0.778,43,23,11,6
17,85,0.421,0.3,0.882,37,18,9,9
17,111,0.524,0.36,0.8,41,28,7,4
17,97,0.432,0.32,0.765,48,23,6,10
17,123,0.533,0.346,0.727,40,27,9,5
17,122,0.478,0.5,0.852,51,21,6,3
17,121,0.458,0.28,0.897,44,21,10,3
17,104,0.455,0.385,0.857,40,20,10,9
17,87,0.384,0.333,0.821,35,16,7,3
17,96,0.383,0.36,0.781,43,15,9,13
17,118,0.495,0.435,0.636,38,27,15,4
17,89,0.447,0.304,0.875,39,15,8,7
17,99,0.458,0.321,0.737,38,21,9,3
17,120,0.562,0.444,0.769,42,29,8,6
17,121,0.58,0.48,0.682,47,33,6,5
17,117,0.5,0.417,0.75,37,28,12,5
17,122,0.477,0.44,0.906,44,31,12,8
17,117,0.511,0.258,0.95,32,26,11,7
17,120,0.549,0.308,0.706,33,33,10,5
17,118,0.494,0.5,0.895,36,27,8,7
17,106,0.488,0.333,0.722,37,27,6,6
17,98,0.458,0.261,0.696,44,24,12,11
17,116,0.552,0.55,0.9,36,30,16,3
17,124,0.479,0.379,0.821,39,24,14,6
17,125,0.45,0.364,0.852,45,27,9,3
17,106,0.544,0.25,0.714,41,27,6,5
17,111,0.441,0.25,0.8,41,21,12,2
17,115,0.484,0.4,0.882,48,30,6,10
17,102,0.429,0.346,0.833,56,26,13,2
17,95,0.411,0.28,0.875,43,22,6,5
18,114,0.494,0.35,0.9,41,26,14,5
18,97,0.45,0.091,0.8,32,10,9,4
18,84,0.368,0.304,0.75,43,15,6,5
18,116,0.489,0.5,0.905,47,26,10,5
18,127,0.52,0.323,0.765,56,30,6,2
18,104,0.488,0.35,0.704,45,22,11,5
18,118,0.516,0.37,0.625,43,33,12,4
18,120,0.538,0.368,0.818,38,21,12,3
18,102,0.439,0.438,0.9,37,19,10,9
18,98,0.469,0.333,0.667,40,24,8,8
18,115,0.469,0.438,0.762,44,21,4,3
18,126,0.473,0.318,0.846,47,20,5,4
18,114,0.536,0.375,0.818,33,20,7,2
18,113,0.455,0.3,0.833,43,25,9,3
18,111,0.438,0.19,0.885,49,20,9,7
18,100,0.47,0.368,0.833,35,24,15,5
18,104,0.494,0.417,0.625,40,21,4,2
18,108,0.538,0.368,0.85,39,27,8,7
18,118,0.505,0.476,0.75,50,21,9,3
18,138,0.581,0.576,0.917,35,33,7,4
18,113,0.471,0.364,0.821,46,19,8,4
18,111,0.5,0.375,0.875,37,29,10,5
18,108,0.476,0.261,0.957,40,22,3,4
18,119,0.467,0.25,0.935,46,23,5,10
18,102,0.426,0.385,0.75,43,19,6,3
18,122,0.489,0.314,0.731,51,25,6,4
18,118,0.513,0.438,0.917,43,22,11,4
18,99,0.447,0.2,0.905,49,16,5,7
18,108,0.514,0.529,0.742,27,14,9,0
18,109,0.468,0.387,0.692,47,24,3,3
18,109,0.463,0.3,0.714,50,27,7,3
18,116,0.529,0.333,0.895,37,23,10,7
18,101,0.481,0.583,0.8,34,22,3,2
18,120,0.523,0.5,0.769,41,24,7,1
18,123,0.523,0.4,0.958,40,23,5,6
18,108,0.467,0.385,0.875,45,23,6,6
18,108,0.385,0.261,0.737,53,19,7,3
18,93,0.418,0.333,0.792,37,21,7,6
18,126,0.533,0.433,0.81,37,33,9,1
18,93,0.422,0.32,0.882,44,14,10,6
18,97,0.422,0.333,0.929,32,19,10,1
18,96,0.429,0.25,0.75,47,22,4,1
18,113,0.43,0.308,0.731,48,25,14,8
18,113,0.483,0.318,0.846,52,27,10,7
18,112,0.472,0.391,0.76,40,24,10,2
19,108,0.5,0.467,1,42,23,8,2
19,98,0.423,0.207,0.929,38,20,5,6
19,112,0.561,0.273,0.667,41,31,7,9
19,102,0.442,0.314,0.676,40,20,5,7
19,119,0.549,0.368,0.957,43,26,7,6
19,123,0.474,0.281,0.706,46,19,17,7
19,116,0.45,0.259,0.76,55,28,11,6
19,93,0.438,0.37,0.684,43,27,5,6
19,111,0.5,0.259,0.813,41,23,6,5
19,132,0.416,0.364,0.846,55,32,14,3
19,101,0.448,0.346,0.778,42,26,6,10
19,115,0.537,0.407,0.762,42,36,8,5
19,103,0.447,0.257,0.72,47,23,9,6
19,103,0.506,0.36,0.727,36,26,7,8
19,114,0.511,0.542,0.692,41,30,10,2
19,107,0.416,0.242,0.882,51,23,9,8
19,109,0.505,0.364,0.538,30,24,10,6
19,82,0.347,0.258,0.5,46,17,8,6
19,138,0.491,0.375,0.641,59,23,10,10
19,118,0.44,0.412,1,53,31,6,7
19,139,0.535,0.438,0.905,48,35,13,7
19,124,0.444,0.258,0.833,56,27,9,13
19,123,0.477,0.333,0.786,50,22,8,7
19,125,0.473,0.286,0.775,46,30,7,8
19,121,0.505,0.346,0.8,43,26,7,3
19,126,0.538,0.462,0.762,47,27,9,4
19,121,0.447,0.433,0.889,51,39,11,12
19,114,0.566,0.423,1,40,26,6,7
19,97,0.463,0.3,0.833,38,23,3,10
19,99,0.441,0.286,0.846,38,28,7,14
19,119,0.5,0.409,0.75,50,33,10,7
19,93,0.4,0.375,0.938,53,18,7,7
19,101,0.494,0.333,0.917,40,18,4,8
19,108,0.5,0.333,0.8,44,33,9,5
19,115,0.527,0.4,0.6,46,33,5,2
19,96,0.43,0.348,0.833,50,15,4,11
19,128,0.547,0.25,0.818,42,28,13,4
19,91,0.396,0.286,0.75,46,19,10,6
19,103,0.457,0.167,0.929,54,28,3,10
19,102,0.483,0.423,0.833,41,25,4,2
19,104,0.458,0.344,0.739,44,28,13,3
19,123,0.523,0.444,0.895,48,32,14,7
19,122,0.455,0.421,0.8,55,29,9,7
19,126,0.563,0.407,0.773,34,39,15,6
19,113,0.463,0.367,0.7,51,34,12,10
19,122,0.591,0.263,0.684,51,30,11,5
20,91,0.402,0.318,0.778,50,21,5,7
20,103,0.477,0.368,0.778,36,19,7,5
20,103,0.488,0.385,0.87,39,14,11,7
20,100,0.458,0.375,0.9,59,22,4,6
20,119,0.5,0.455,0.619,51,24,5,9
20,108,0.542,0.5,0.667,36,25,6,6
20,118,0.474,0.353,0.778,44,28,12,7
20,119,0.512,0.563,0.703,51,27,5,10
20,99,0.427,0.259,0.957,45,22,5,12
20,117,0.494,0.55,0.783,36,23,6,6
20,107,0.543,0.48,0.7,33,32,3,5
20,112,0.518,0.409,0.895,38,28,4,0
20,118,0.549,0.381,0.833,33,32,9,5
20,107,0.482,0.36,0.727,49,25,7,10
20,111,0.438,0.5,0.8,47,22,6,6
20,73,0.322,0.176,0.667,44,16,4,4
20,90,0.404,0.2,0.765,57,24,7,4
20,96,0.436,0.217,0.6,48,16,10,8
20,89,0.416,0.217,0.667,47,20,5,6
20,88,0.398,0.259,0.833,43,19,4,8
20,113,0.441,0.257,0.88,45,27,8,3
20,92,0.392,0.25,0.857,33,16,5,4
20,113,0.464,0.474,0.778,42,21,7,1
20,120,0.485,0.28,0.81,47,28,7,12
20,112,0.469,0.222,0.8,49,20,10,4
20,111,0.49,0.4,0.778,39,28,7,3
20,105,0.461,0.44,0.75,33,24,4,4
20,99,0.455,0.286,0.722,48,21,8,7
20,87,0.422,0.368,0.667,39,21,7,7
20,112,0.48,0.25,0.786,39,24,6,5
20,106,0.455,0.333,0.792,37,21,7,4
20,97,0.488,0.32,0.75,44,19,9,1
20,110,0.517,0.25,0.625,44,26,8,4
20,124,0.49,0.462,0.778,56,24,7,5
20,110,0.448,0.314,0.765,61,28,6,7
20,98,0.438,0.323,0.833,40,21,6,1
20,104,0.435,0.429,0.706,42,25,9,0
20,101,0.466,0.273,0.867,44,26,10,6
20,128,0.514,0.3,1,41,25,6,1
20,101,0.383,0.29,0.769,46,20,4,5
20,109,0.473,0.448,0.833,40,31,4,1
20,73,0.349,0.148,0.75,42,17,5,9
20,122,0.506,0.486,0.667,51,33,7,5
20,102,0.432,0.429,1,44,30,3,7
20,109,0.529,0.367,0.5,37,26,4,7
20,110,0.506,0.444,0.923,39,30,10,3
21,133,0.602,0.467,0.778,44,36,12,5
21,127,0.537,0.441,0.714,46,23,4,6
21,100,0.465,0.296,0.571,42,23,7,7
21,106,0.44,0.419,0.731,38,20,6,4
21,88,0.4,0.24,0.75,41,13,9,2
21,101,0.402,0.308,0.75,57,17,8,9
21,95,0.419,0.3,0.467,59,20,10,6
21,114,0.484,0.343,0.833,54,22,10,6
21,148,0.58,0.467,0.643,52,37,9,2
21,109,0.426,0.28,0.688,50,12,7,4
21,121,0.517,0.333,0.759,40,18,16,6
21,121,0.484,0.424,0.739,43,23,9,2
21,122,0.489,0.303,0.733,41,21,7,3
21,96,0.375,0.281,0.794,52,19,7,8
21,124,0.52,0.321,0.765,40,34,5,6
21,100,0.381,0.25,0.85,52,24,6,5
21,104,0.449,0.28,0.68,46,17,13,6
21,125,0.473,0.387,0.758,40,17,14,3
21,81,0.356,0.235,0.474,50,16,6,4
21,110,0.442,0.432,0.65,38,21,6,3
21,112,0.444,0.314,0.7,51,23,6,3
21,121,0.5,0.472,0.686,38,26,7,6
21,110,0.442,0.4,0.833,49,26,6,7
21,80,0.33,0.265,0.619,43,19,8,3
21,112,0.477,0.44,0.85,50,24,6,6
21,111,0.452,0.278,0.895,56,19,7,2
21,124,0.479,0.324,0.724,48,22,5,11
21,100,0.44,0.222,0.667,40,18,6,6
21,112,0.495,0.353,0.727,34,18,12,4
21,115,0.525,0.394,0.667,49,21,6,11
21,104,0.459,0.357,0.667,49,24,8,4
21,106,0.452,0.444,0.778,43,21,5,6
21,119,0.472,0.457,0.76,38,27,9,11
21,121,0.489,0.344,0.818,46,30,17,10
21,132,0.557,0.476,0.706,39,27,11,2
21,99,0.412,0.37,0.655,44,19,6,6
21,105,0.429,0.308,0.758,51,17,7,1
21,105,0.44,0.296,0.821,39,16,9,5
21,99,0.435,0.367,0.667,43,19,11,3
21,125,0.417,0.455,0.556,50,25,13,2
21,109,0.432,0.29,0.72,51,24,13,4
21,107,0.376,0.237,0.757,58,13,8,3
21,108,0.396,0.303,0.788,42,21,11,5
21,115,0.432,0.4,0.816,43,21,9,4
21,137,0.553,0.465,0.719,45,32,8,3
22,95,0.365,0.194,0.76,52,16,5,5
22,98,0.385,0.194,0.88,48,16,7,3
22,127,0.5,0.378,0.682,46,29,5,2
22,99,0.456,0.379,0.727,41,27,2,4
22,103,0.433,0.276,0.944,34,26,6,4
22,119,0.513,0.414,0.806,40,32,7,3
22,108,0.444,0.355,0.895,51,24,4,10
22,103,0.466,0.227,0.762,42,25,12,6
22,103,0.467,0.286,0.688,44,20,7,9
22,99,0.434,0.355,0.842,40,23,9,4
22,112,0.545,0.32,0.625,40,21,6,7
22,107,0.506,0.484,0.8,33,26,6,4
22,127,0.543,0.563,0.724,35,28,13,4
22,98,0.442,0.313,0.909,35,17,12,4
22,111,0.488,0.433,0.842,39,25,8,5
22,116,0.523,0.273,0.667,50,27,7,8
22,100,0.429,0.31,0.864,36,20,10,6
22,104,0.446,0.267,0.846,41,23,7,3
22,101,0.44,0.323,0.895,39,24,8,7
22,102,0.419,0.405,0.882,48,21,7,0
22,113,0.518,0.458,0.696,39,28,7,5
22,105,0.447,0.419,0.842,33,27,7,5
22,105,0.464,0.414,0.714,35,23,15,6
22,104,0.476,0.433,0.565,42,27,8,2
22,115,0.512,0.361,0.737,45,34,8,3
22,107,0.5,0.32,0.818,44,19,4,9
22,80,0.341,0.324,0.786,36,18,7,4
22,107,0.5,0.429,0.579,43,31,5,4
22,88,0.423,0.31,0.813,34,17,7,4
22,105,0.452,0.333,0.778,33,20,12,2
22,72,0.341,0.304,1,41,16,5,3
22,126,0.506,0.529,0.87,42,31,10,4
22,83,0.391,0.179,0.909,40,14,12,7
22,86,0.411,0.36,0.6,45,22,13,7
22,98,0.407,0.303,0.636,40,26,10,3
22,105,0.44,0.367,0.741,54,29,9,8
22,104,0.435,0.355,0.813,44,25,4,4
22,82,0.33,0.179,0.929,55,16,11,5
22,88,0.344,0.278,0.923,41,19,8,6
22,97,0.42,0.306,0.667,53,28,7,5
22,105,0.453,0.276,0.704,47,27,4,10
22,100,0.447,0.391,0.538,36,27,2,3
22,101,0.472,0.304,0.588,42,25,12,4
22,86,0.415,0.208,0.65,43,24,8,4
22,101,0.429,0.406,0.815,42,20,6,7
23,112,0.45,0.318,0.767,45,23,10,5
23,114,0.489,0.467,0.923,55,29,5,4
23,103,0.463,0.393,0.889,37,20,12,4
23,117,0.494,0.24,0.816,48,22,8,9
23,89,0.466,0.353,0.882,41,18,10,5
23,116,0.529,0.4,0.842,45,32,9,4
23,101,0.451,0.452,0.742,48,21,2,4
23,115,0.519,0.5,0.75,48,31,6,7
23,97,0.481,0.429,0.667,50,23,5,4
23,112,0.5,0.379,0.806,40,19,7,5
23,95,0.439,0.077,0.913,43,22,5,4
23,108,0.474,0.389,0.853,33,17,7,5
23,103,0.494,0.333,0.733,39,28,9,4
23,92,0.379,0.313,0.667,49,21,8,2
23,115,0.549,0.5,0.786,45,27,9,4
23,100,0.419,0.412,0.889,58,26,10,4
23,112,0.478,0.394,0.765,45,32,12,8
23,108,0.547,0.526,0.667,37,27,13,6
23,104,0.424,0.257,0.68,60,25,6,2
23,116,0.512,0.379,0.6,41,25,7,5
23,116,0.519,0.333,0.852,45,31,5,4
23,94,0.36,0.273,0.742,43,24,13,3
23,101,0.417,0.387,0.826,44,25,10,3
23,108,0.444,0.333,0.667,54,22,4,5
23,110,0.506,0.375,0.76,46,27,4,5
23,110,0.557,0.5,0.818,32,26,4,9
23,128,0.575,0.485,0.8,44,35,6,4
23,99,0.395,0.405,0.762,46,28,9,4
23,120,0.526,0.346,0.611,48,33,12,7
23,98,0.467,0.333,0.818,48,24,3,7
23,118,0.451,0.405,0.618,53,29,8,3
23,120,0.453,0.444,0.846,42,30,9,3
23,108,0.452,0.409,0.75,60,30,5,6
23,119,0.548,0.355,0.8,38,32,8,4
23,118,0.472,0.405,0.792,56,30,7,5
23,120,0.477,0.351,0.639,51,33,9,10
23,123,0.505,0.448,0.72,53,35,6,6
23,118,0.459,0.29,0.704,58,34,9,3
23,101,0.442,0.211,0.692,53,34,10,6
23,119,0.511,0.438,0.9,44,36,15,5
23,121,0.549,0.429,0.667,55,28,10,10
23,115,0.494,0.433,0.737,44,32,11,3
23,132,0.495,0.359,0.857,44,35,11,7
23,109,0.505,0.296,0.643,52,32,9,4
23,121,0.494,0.459,0.6,54,29,7,8
23,130,0.495,0.417,0.733,57,35,15,7
24,104,0.506,0.318,0.704,47,24,7,4
24,111,0.424,0.371,0.714,35,26,12,1
24,89,0.422,0.233,0.667,46,22,11,2
24,114,0.443,0.436,0.826,43,24,6,6
24,95,0.463,0.424,0.778,38,27,5,3
24,97,0.412,0.243,0.75,45,20,2,1
24,111,0.416,0.39,0.955,43,21,6,3
24,108,0.494,0.424,0.7,37,28,9,6
24,105,0.494,0.346,0.9,34,31,12,2
24,101,0.417,0.257,0.759,42,22,3,2
24,85,0.351,0.333,0.615,42,15,6,3
24,102,0.424,0.242,0.846,43,17,7,2
24,109,0.463,0.304,0.722,37,20,11,2
24,102,0.482,0.367,0.733,47,23,9,3
24,97,0.414,0.273,0.842,32,19,7,5
24,110,0.532,0.517,1,39,24,4,4
24,93,0.383,0.276,0.565,48,24,4,4
24,81,0.34,0.094,0.667,44,15,8,4
24,113,0.548,0.368,0.56,36,24,7,9
24,83,0.347,0.13,0.636,47,13,2,3
24,97,0.43,0.414,0.708,41,19,5,6
24,117,0.437,0.29,0.581,48,22,12,5
24,104,0.448,0.423,0.714,51,23,5,10
24,116,0.433,0.292,0.781,51,23,9,5
24,110,0.458,0.286,0.737,47,19,12,6
24,116,0.479,0.44,0.722,44,26,5,12
24,112,0.5,0.423,0.6,41,33,6,6
24,103,0.483,0.417,0.5,40,21,3,2
24,87,0.337,0.243,0.889,43,15,9,4
24,115,0.506,0.563,0.684,35,27,9,3
24,107,0.388,0.188,0.833,47,17,10,2
24,88,0.386,0.438,0.708,51,14,4,4
24,109,0.476,0.458,0.69,42,22,8,5
24,88,0.378,0.206,0.65,49,22,1,8
24,95,0.437,0.25,0.6,36,24,9,4
24,99,0.404,0.241,0.769,41,21,14,2
24,94,0.444,0.343,0.526,47,18,8,5
24,99,0.432,0.294,0.722,39,17,13,4
24,103,0.488,0.375,0.692,46,23,8,5
24,107,0.456,0.355,0.875,42,26,8,4
24,97,0.455,0.353,0.636,52,18,6,5
24,103,0.394,0.273,0.769,48,20,8,4
24,100,0.424,0.286,0.75,44,24,4,0
24,124,0.632,0.5,0.714,45,35,6,5
25,124,0.435,0.424,0.889,50,25,7,5
25,110,0.467,0.406,0.684,43,25,5,5
25,110,0.538,0.433,0.786,44,30,11,5
25,111,0.522,0.348,0.7,38,19,7,5
25,117,0.531,0.435,0.808,42,19,10,2
25,112,0.482,0.346,0.719,40,21,5,6
25,113,0.446,0.286,0.786,39,24,13,6
25,103,0.494,0.44,0.824,38,19,6,3
25,118,0.505,0.486,0.9,43,21,7,6
25,100,0.394,0.313,1,57,17,6,7
25,117,0.523,0.5,0.9,40,19,3,3
25,101,0.424,0.32,0.808,44,19,11,6
25,123,0.549,0.548,0.762,37,24,4,1
25,107,0.494,0.333,0.826,54,20,4,6
25,104,0.367,0.433,0.864,59,21,12,6
25,124,0.561,0.469,0.85,48,21,3,6
25,105,0.507,0.333,0.727,36,20,4,2
25,96,0.396,0.419,0.786,46,21,4,9
25,91,0.394,0.303,0.875,45,18,9,5
25,109,0.456,0.29,0.818,57,18,7,7
25,118,0.489,0.429,0.944,45,18,10,4
25,96,0.407,0.36,0.84,37,16,7,4
25,123,0.484,0.364,0.875,49,20,9,0
25,100,0.448,0.375,0.929,41,14,11,5
25,106,0.394,0.2,0.733,48,15,6,7
25,116,0.524,0.441,0.765,47,27,10,2
25,108,0.391,0.3,0.771,48,17,9,6
25,108,0.443,0.333,0.826,47,20,6,8
25,108,0.422,0.435,0.737,50,19,6,5
25,111,0.432,0.606,0.875,51,22,4,4
25,125,0.494,0.41,0.778,46,21,4,2
25,115,0.458,0.389,0.833,50,23,5,6
25,113,0.448,0.343,0.789,50,26,4,3
25,100,0.437,0.258,0.889,49,23,8,8
25,122,0.5,0.483,0.8,47,24,7,6
25,111,0.494,0.393,0.741,44,20,6,7
25,100,0.44,0.242,0.8,43,16,8,5
25,108,0.467,0.265,0.789,49,20,8,7
25,107,0.419,0.313,0.9,47,20,11,7
25,103,0.481,0.267,0.633,38,15,7,8
25,105,0.432,0.267,0.938,50,30,9,10
25,113,0.464,0.316,0.92,43,28,9,2
25,109,0.448,0.25,0.875,46,28,6,2
25,94,0.459,0.318,0.643,47,16,10,2
25,105,0.477,0.393,0.909,40,18,4,5
25,82,0.33,0.212,0.722,57,10,8,2
25,102,0.461,0.375,0.688,46,19,9,9
26,111,0.517,0.412,0.778,47,22,1,2
26,106,0.447,0.36,0.765,39,21,16,4
26,100,0.488,0.348,0.75,45,19,6,1
26,86,0.345,0.381,0.667,43,15,15,4
